Data,Y,XAU BGNL_zscore,ECSURPUS_zscore,BDIY_zscore,CRY_zscore,DXY_zscore,JPY_zscore,GBP_zscore,Cl1_zscore,VIX_zscore,USGG30YR_zscore,GT10_zscore,USGG2YR_zscore,USGG3M_zscore,US0001M_zscore,GTDEM30Y_zscore,GTDEM10Y_zscore,GTDEM2Y_zscore,EONIA_zscore,GTITL30YR_zscore,GTITL10YR_zscore,GTITL2YR_zscore,GTJPY30YR_zscore,GTJPY10YR_zscore,GTJPY2YR_zscore,GTGBP30Y_zscore,GTGBP20Y_zscore,GTGBP2Y_zscore,LUMSTRUU_zscore,LMBITR_zscore,LUACTRUU_zscore,LF98TRUU_zscore,LG30TRUU_zscore,LP01TREU_zscore,EMUSTRUU_zscore,LF94TRUU_zscore,MXUS_zscore,MXEU_zscore,MXJP_zscore,MXBR_zscore,MXRU_zscore,MXIN_zscore,MXCN_zscore
2000-02-22,1,1.3218684946481578,1.5435759827932032,1.603002844086644,0.7605877304264838,0.09041346464947463,1.554987891082826,-0.35898287361764036,0.8770832073126302,1.924875460085156,-1.361627682295104,-1.9645104552435564,0.14698601347150975,1.0055929735319697,0.6884067144813036,-1.3908852460963752,-1.3585611103534414,1.317120375519438,0.31180337253305196,-1.4080899916950702,-1.3081803307697537,1.0758208246114342,-0.41750614166242395,0.8478665706555947,-1.1525224347184195,-1.3899850959974434,-1.3451339075836108,-1.3171593433771642,1.9864771237432062,1.700663128302193,1.8691876413590525,1.4832380204400737,1.3084887040589286,0.027235026628848635,1.225747255168749,-0.8017837257372663,-1.8968121202151917,0.3770819275333792,-0.6283462051564107,-0.5560031933071473,-0.7657163529118998,1.7045918357758854,-1.2762103815800563
2000-02-29,1,-0.09017339976737086,1.1312685443162094,1.5236204821795796,1.2920353011803218,1.3931918025196028,0.8195420112600613,-1.477639502153766,1.4054921056957996,0.2089759421609171,-0.86464964696324,-1.1389679968338675,-0.3330846047082913,0.8531255128845163,1.1338325214553913,-0.45580404638102917,-0.14790326785490673,1.0289818124002164,1.1694787148178123,-0.3683164323787258,0.0987300094128855,0.9972469778799702,-0.16111959500092363,0.49523302323801643,1.2000664875197908,-0.6663922873256185,-0.6420171741891189,-0.5640459748923626,1.456721125906187,1.784815009407848,0.8791425910103086,0.3001772784228187,1.2266984122414721,1.0559661016410877,1.3490178701995172,-0.929820814993527,-1.055531625482503,1.4676767222927634,0.602022356670155,-0.4289410714067071,-1.0009751069838342,0.3970441024335548,-1.4318055069544777
2000-03-07,0,-0.3228763137655403,0.837990378544746,1.5027965776234915,2.127466476634235,1.1499479285897392,-1.2409202343070715,-1.1977662525506374,2.0222835053925436,0.6086480683627616,-0.6575120634184775,-1.072290468994956,-0.8005374198120596,1.2607385224916683,1.5612259714630297,-0.6852339678564027,-0.9640746894409634,1.0851699608901049,0.406820783648663,-0.5676722095115647,-0.6535039819366967,0.9632432465823996,-1.5507496553547322,-0.10354328500833293,1.616744474239964,-1.8095650107655628,-1.8020158417988292,-1.5203016600456696,1.5842618636542878,1.466879437178364,1.0884107560832432,0.5585991692189975,1.406245821476488,1.596193932670438,1.435894165174428,-0.7259120680592638,-1.0798334896072843,1.7848577938138916,-0.4260149659096705,0.8895142099575717,1.8433334909754322,0.45979913418935064,-0.9838622049859976
2000-03-14,0,-0.6759407443765292,0.6688708393580569,1.287982827696767,0.9255235314603407,0.32248925008389534,-1.5806676523980958,-1.1151641410153637,0.6546487599276465,0.5286279645598325,-0.8809599262706473,-1.266778073103514,-1.1910695779205116,1.6111629111629124,1.912624154758703,-1.0980982223289872,-1.5257117955604493,1.3312356438916526,2.05868406578658,-1.1035373643902264,-1.388271113892532,0.7692142811172836,-0.36845109959510886,-0.2900424422098657,1.3190848855479993,-0.8384548887165714,-0.7839028772978442,-0.8827230765146019,1.0688067696513384,1.4860207117131765,0.29335583139166105,-0.5142607380830172,1.1799968390187385,1.2076669880334547,1.2324365321709396,-1.0690449676499565,-0.7208343700520999,0.8849679127018071,-1.9322813661403822,-0.5065986872423492,1.9392435567858715,-0.7628662761692424,-0.46200723188409
2000-03-21,0,-0.8363602166582665,1.2418203508991232,0.8641991759517798,-0.06497278812390914,0.7771135087921326,-0.5170666269309885,-0.9552225151283821,-1.061945373140917,-1.0545963950176491,-1.7014530106729477,-1.606131508721135,-0.5869379789565152,1.39611571782891,1.9332939518206185,-1.9324696810470499,-1.8347296259612245,-0.4961958591035849,1.2549755159281366,-1.9528029692750348,-1.836011578729613,-1.9213271607022164,0.17042213520518212,0.8432339422014528,1.6231957717339807,-1.2425206250920764,-1.1948785177345709,-1.097953792462866,1.419605621627701,1.6686236190977541,1.1987654580299245,-1.7658696484209828,1.316218275178077,0.8571890962238525,1.3937603320724317,-0.8017837257374361,1.7542788518468573,0.8948917217350139,-0.2775285442280847,0.35136479424167966,0.9944066133766347,-1.3615852857408242,-0.9712502093890988
2000-03-28,0,-1.5589837252455752,1.2053537054711474,0.742196394866219,-0.5332499631249875,0.33561452653070806,-0.7523184153099591,0.0981595244690498,-1.3116270111298969,0.6869031955297443,-1.1908596874839006,-1.1817506684575572,1.0422334433921623,0.809105130289929,1.420044415943679,-1.053204294052716,-0.9799736644124604,0.5209009947443649,1.3818753745848085,-0.9432009978075979,-0.9864649200513271,-0.18769331634065226,0.7349155189364396,0.9936883539437256,1.145192174324049,0.2613856676734164,0.14750698730310016,1.4313306074490464,0.5189851324310075,1.6518251238239268,0.6216072892859311,-2.009954868364836,0.925339375988732,0.5922414880375004,1.2334283156681183,-0.5855400437692214,1.5405436060152644,1.111703162004277,0.7044871207478812,1.0815846620740446,1.2417206142699415,-0.5394875261408605,0.44434395158821244
2000-04-04,0,-0.49687992268087205,1.7209788934500616,1.141721536723795,-1.228296571307058,-0.11091535393167583,-0.9751018838023642,0.8919128842005858,-1.3770313840433783,1.5018401340896745,-1.9148004726086305,-1.8350709798828784,-1.9977392807291663,0.459257113624,1.0556245508574214,-1.116721968915412,-1.3517684653467577,-1.5285340611977751,1.553392715441115,-1.1243428912223303,-1.2576385088894708,-1.4290523963091004,-1.1816197356556022,-1.3325604085957454,0.24385807308567428,0.4082102223244136,0.08022853108507917,0.5419130784933468,2.0442541414423023,1.3326851734457172,2.077012618175433,-2.1130372944502014,-1.178298895287002,-0.37518373618655704,0.4559557459226341,2.2504237817190793,1.060023009035617,-0.05974963828865548,1.4364019346220143,-0.93885329224082,0.9138073395962326,-1.2819544823015205,-0.47761488066010316
2000-04-11,0,-1.184528764189567,-0.4736942875729167,1.1099217035758706,-1.4256880633144104,0.8031200245013017,0.3003584851584791,0.3996168808958148,-1.2836704990136558,1.2829035963997284,-1.3229725271252786,-1.3147471655413616,-1.231072875817936,-0.37155965615874675,0.8078533418615435,-1.1089346661126813,-1.1041794909264808,-1.1880716612537365,0.45904361121469944,-1.016458406458641,-1.1606932029328647,-1.094777971220824,-1.6917169256433695,-1.4893310565098616,-0.5869304525609339,0.2559859109428624,-0.10814939124126137,-0.9986077510587945,1.230947413735123,1.3304033769092494,1.0998956651089813,-1.239370842654963,-1.1204503391660583,-0.8347680438623858,-0.01199219963768981,1.4638501094227967,0.8284777252540589,-0.9158236395199313,0.8200858315439545,-1.0413704260398795,0.41749171143712,0.2772132687839321,-0.20055734791848046
2000-04-18,0,-1.0028641350778629,-0.5604059588127238,0.7510605227899815,-0.4934453643817245,1.7098151929179333,-0.9926626045613198,-0.3564655231195877,-0.5521175302618001,0.5220213383717661,-0.2623358603039816,-0.28879063297288693,-0.9321407152204475,-1.4393506013389425,0.6105531038443939,-0.24747250261454834,-0.17103390852032221,-0.21256948508786405,0.4483145170229207,-0.10080475227290453,-0.1785056455311911,-0.11743612843805275,-1.3809328429752696,-1.3744665884375857,-0.8539064645355264,1.537436243088934,1.5649470122423368,-0.7626887827169823,1.0244800419029685,0.7988723995730316,-0.1399942318380009,-1.0579947328849368,-1.450292080292868,-0.9757599767078692,-1.344863838617886,1.0690449676496818,-0.09952185340188392,-1.739164878251838,-0.8339315492610717,-1.932533610158502,-1.2869961716205227,-1.3003453567218617,2.0266127514532997
2000-04-25,1,-1.1145287240944155,-1.8433938103143064,-0.26423050955034966,-0.016269600533801977,2.0708041093581517,0.01959685861405078,-0.3254861825126604,-0.6043263473487027,-0.0015018972967982623,0.15813022400858062,0.34471033112171423,0.47779141297435423,-1.2315382323242863,0.7591059179593838,0.7561617233802876,1.0620180682557545,1.7558502114758334,-1.676194855828734,0.871673615739315,1.1434382322898256,1.7244207957055817,-0.7714841463019931,-1.012214042059711,-1.3141330090387746,1.3034147215770968,1.3426395908081201,0.17491001736605044,0.5369716997570186,0.36825222140795894,-0.4053144189952713,-0.5857558547340678,-0.7225051972651597,0.9939276910813317,-0.6059318275272534,0.8017837257372568,0.09894993052555491,-0.30533190504199387,0.31934821274789477,-1.4800425895394127,-0.5382928277798171,-1.4415616398074556,1.6932355219409805
