VIX,GTITL2YR,GTITL10YR,GTITL30YR,MXJP,MXEU,LP01TREU,LG30TRUU,MXUS,LF98TRUU,MXIN,EONIA,EMUSTRUU,LF94TRUU,LUACTRUU,JPY,MXCN,MXRU,LMBITR,GTDEM30Y,GTDEM10Y,GTJPY10YR,GTDEM2Y,GTJPY30YR,GTJPY2YR,LUMSTRUU,DXY,GTGBP20Y,GTGBP30Y,GBP,ECSURPUS,BDIY,CRY,Cl1,Y,Data
24.35,4.081,5.237,5.586,616.17,104.8,97.681,321.878,1041.35,551.72,144.28,3.31,274.779,131.011,1217.28,133.66,15.64,267.27,567.233,5.267,4.953,1.473,3.908,2.629,0.127,1065.53,119.62,4.882,4.654,1.414,0.375,915.0,145.26,19.58,1,2002-01-29
25.45,3.951,5.098,5.486,582.35,102.28,96.02,320.315,1030.4,547.2,144.86,3.32,275.319,129.805,1211.4,134.22,15.08,253.95,569.713,5.145,4.809,1.529,3.773,2.755,0.128,1069.58,119.41,4.705,4.484,1.415,0.484,909.0,147.95,20.07,0,2002-02-05
21.62,4.046,5.245,5.658,613.71,102.76,94.929,320.765,1047.23,545.68,151.89,3.3,277.798,129.805,1210.25,132.68,15.52,262.92,570.522,5.326,4.973,1.465,3.859,2.66,0.109,1070.32,118.25,4.916,4.687,1.434,0.404,933.0,150.67,20.73,0,2002-02-12
24.43,4.04,5.209,5.621,603.8,101.37,94.117,321.131,1023.54,543.62,156.06,3.29,280.4,129.805,1215.93,133.41,15.94,245.28,571.515,5.3,4.939,1.518,3.851,2.636,0.128,1073.59,118.33,4.852,4.635,1.432,0.422,970.0,149.08,20.88,0,2002-02-19
21.68,4.04,5.242,5.665,618.66,102.91,90.923,320.275,1048.17,540.06,160.9,3.22,282.761,129.805,1217.21,134.63,15.34,247.76,573.833,5.344,4.97,1.55,3.876,2.649,0.135,1073.46,119.82,4.934,4.723,1.415,0.463,1025.0,149.45,21.41,0,2002-02-26
20.3,4.173,5.327,5.712,680.16,106.84,89.61,322.25,1084.75,542.0,158.51,3.31,285.73,131.211,1216.17,132.33,15.85,262.55,572.14,5.426,5.087,1.475,3.974,2.554,0.116,1072.9,118.57,5.028,4.812,1.422,0.47,1038.0,156.26,23.17,0,2002-03-05
19.59,4.27,5.405,5.792,691.4,106.78,90.052,324.147,1102.51,547.18,154.82,3.28,284.789,131.211,1203.51,128.78,16.78,259.87,566.95,5.502,5.165,1.47,4.079,2.493,0.101,1064.98,117.8,5.121,4.901,1.416,0.59,1059.0,163.43,24.2,0,2002-03-12
18.16,4.332,5.438,5.8,702.98,108.57,91.451,327.108,1106.3,552.14,155.43,3.25,285.801,131.211,1200.46,132.3,16.34,277.84,565.3,5.515,5.202,1.44,4.246,2.463,0.078,1064.48,117.6,5.159,4.939,1.423,0.531,1076.0,165.52,24.88,0,2002-03-19
18.13,4.41,5.478,5.836,669.56,107.34,91.678,326.63,1075.91,552.54,151.56,3.26,284.506,131.211,1200.32,132.76,15.75,270.42,563.014,5.551,5.239,1.421,4.32,2.464,0.065,1065.87,118.14,5.215,4.989,1.427,0.54,1084.0,164.85,25.36,0,2002-03-26
19.16,4.411,5.499,5.896,674.23,108.07,92.27,327.767,1073.02,553.73,153.37,3.39,285.269,131.551,1201.98,133.41,16.13,275.17,563.371,5.612,5.252,1.381,4.314,2.465,0.05,1067.91,117.92,5.225,5.01,1.436,0.693,1081.0,172.06,27.71,0,2002-04-02
19.47,4.293,5.425,5.842,672.06,105.77,92.14,328.33,1053.82,555.07,151.92,3.3,286.916,131.551,1209.76,131.01,16.13,282.36,568.388,5.551,5.177,1.39,4.165,2.415,0.049,1075.06,117.56,5.172,4.97,1.435,0.58,1091.0,164.1,25.82,0,2002-04-09
18.11,4.296,5.429,5.841,678.61,107.76,93.589,330.938,1061.98,558.31,150.53,3.28,289.532,131.551,1214.97,131.23,16.14,291.78,570.876,5.554,5.184,1.375,4.186,2.348,0.044,1078.57,117.37,5.177,4.975,1.439,0.565,1103.0,161.32,24.75,1,2002-04-16
20.28,4.228,5.428,5.863,696.65,105.95,93.634,331.643,1035.02,559.93,149.12,3.27,289.182,131.551,1214.52,130.13,16.66,301.49,571.635,5.58,5.19,1.413,4.134,2.404,0.044,1081.33,116.57,5.213,5.016,1.449,0.422,1064.0,166.11,26.62,1,2002-04-23
21.91,4.147,5.364,5.788,682.78,104.13,93.373,331.82,1012.51,562.2,146.72,3.3,287.232,135.401,1212.66,128.57,16.88,306.51,574.341,5.5,5.122,1.369,4.07,2.393,0.043,1085.8,115.19,5.153,4.975,1.458,0.37,1027.0,166.64,27.29,1,2002-04-30
21.94,4.162,5.348,5.757,678.7,101.5,93.04,331.35,984.9,561.72,149.99,3.3,285.883,135.401,1213.78,128.02,17.38,292.1,575.373,5.466,5.102,1.353,4.082,2.394,0.039,1087.82,113.92,5.12,4.943,1.467,0.326,1018.0,163.54,26.63,0,2002-05-07
19.35,4.384,5.494,5.875,678.41,104.39,93.395,330.265,1032.21,561.1,150.22,3.3,284.812,135.401,1204.7,128.62,17.22,314.35,571.991,5.585,5.254,1.359,4.316,2.412,0.05,1082.39,115.09,5.242,5.06,1.449,0.272,1041.0,170.7,29.36,0,2002-05-14
20.05,4.317,5.405,5.781,703.66,102.83,92.243,329.798,1016.24,557.79,140.48,3.27,285.777,135.401,1215.52,123.89,17.73,327.69,573.757,5.514,5.18,1.388,4.252,2.347,0.05,1089.91,112.8,5.224,5.056,1.458,0.231,1031.0,165.79,27.33,0,2002-05-21
20.31,4.313,5.399,5.764,711.77,100.69,92.255,330.486,1011.44,559.31,138.61,3.35,285.295,135.401,1221.89,124.42,17.47,314.37,576.005,5.497,5.169,1.394,4.257,2.312,0.06,1090.87,112.1,5.237,5.075,1.461,0.249,1040.0,164.53,25.27,1,2002-05-28
23.89,4.257,5.354,5.749,699.12,96.99,91.616,329.533,978.13,559.57,139.13,3.36,282.847,138.344,1232.23,123.77,16.98,304.56,578.794,5.48,5.127,1.394,4.202,2.344,0.07,1094.4,111.09,5.237,5.073,1.464,0.332,1042.0,165.89,25.33,1,2002-06-04
24.45,4.201,5.346,5.747,688.13,95.88,91.783,326.579,949.95,555.95,146.66,3.33,278.383,138.344,1232.99,125.42,17.14,317.29,579.939,5.485,5.125,1.365,4.159,2.313,0.07,1095.46,110.68,5.203,5.044,1.472,0.361,991.0,161.36,24.12,1,2002-06-11
24.24,4.076,5.218,5.601,651.07,92.83,91.546,324.108,973.59,550.62,143.81,3.31,278.081,138.344,1238.91,124.42,16.58,292.63,583.095,5.337,4.984,1.363,4.038,2.302,0.065,1100.47,110.2,4.991,4.838,1.491,0.2,981.0,164.33,25.43,1,2002-06-18
27.84,4.043,5.217,5.548,633.14,88.93,91.295,318.427,913.64,546.24,140.59,3.58,268.126,138.344,1237.13,121.8,16.4,271.58,583.364,5.289,4.977,1.304,4.011,2.199,0.06,1101.27,107.57,4.967,4.808,1.502,0.389,1000.0,168.04,26.32,1,2002-06-25
28.96,3.904,5.17,5.543,642.46,88.39,86.643,307.646,885.51,517.67,142.69,3.49,266.832,143.716,1231.97,120.16,16.27,277.95,584.312,5.273,4.925,1.324,3.877,2.204,0.059,1106.1,106.8,4.944,4.791,1.531,0.518,1004.0,170.5,26.77,1,2002-07-02
30.22,3.968,5.247,5.613,656.18,89.63,86.883,307.961,889.45,517.52,145.05,3.32,268.124,143.716,1235.69,118.02,16.84,297.35,585.324,5.351,5.006,1.313,4.008,2.174,0.05,1108.45,105.65,5.059,4.901,1.546,0.48,1006.0,169.43,26.09,1,2002-07-09
36.65,3.799,5.099,5.47,614.17,79.41,85.475,307.181,845.63,512.74,139.17,3.3,271.039,143.716,1230.91,115.97,16.38,281.72,589.259,5.223,4.868,1.265,3.827,2.074,0.05,1108.3,104.49,4.877,4.716,1.57,0.446,998.0,173.04,27.75,1,2002-07-16
44.92,3.733,5.047,5.415,616.93,74.35,85.961,305.036,749.02,510.27,137.54,3.23,268.975,143.716,1240.98,117.17,15.61,267.45,591.556,5.162,4.812,1.294,3.76,2.08,0.049,1116.67,106.66,4.885,4.724,1.565,0.361,972.0,169.01,26.31,1,2002-07-23
31.92,3.673,5.046,5.497,603.55,80.79,86.327,294.367,849.65,498.26,129.35,3.3,254.801,143.716,1222.02,120.01,15.38,253.65,591.047,5.231,4.795,1.34,3.69,2.172,0.039,1111.16,106.8,4.899,4.754,1.572,0.321,965.0,169.45,27.36,1,2002-07-30
42.03,3.467,4.856,5.336,580.16,78.71,83.905,295.739,808.28,497.54,130.52,3.3,260.975,144.784,1226.25,121.06,14.64,240.73,592.882,5.08,4.618,1.295,3.459,2.164,0.03,1117.26,108.69,4.749,4.624,1.535,0.087,971.0,168.33,27.17,1,2002-08-06
35.82,3.434,4.74,5.227,592.64,80.82,83.735,295.597,831.76,496.51,131.18,3.29,260.666,144.784,1240.44,118.96,15.33,255.5,596.184,4.954,4.499,1.286,3.431,2.155,0.029,1124.71,107.11,4.597,4.46,1.532,0.074,999.0,172.73,27.9,1,2002-08-13
29.59,3.535,4.795,5.252,587.04,82.63,81.571,296.342,882.15,493.16,132.83,3.28,267.216,144.784,1247.22,118.83,15.89,269.28,596.211,4.988,4.559,1.259,3.565,2.193,0.025,1122.8,107.31,4.61,4.452,1.528,0.0,1014.0,175.3,30.11,1,2002-08-20
30.11,3.594,4.886,5.334,599.02,84.68,82.621,301.536,879.23,500.28,133.05,3.29,272.554,144.784,1248.19,118.07,15.6,274.21,596.554,5.071,4.653,1.214,3.625,2.109,0.015,1122.05,106.77,4.679,4.52,1.533,0.019,1025.0,177.65,28.83,1,2002-08-27
39.97,3.325,4.658,5.172,560.73,76.35,83.772,306.767,824.28,509.86,135.43,3.34,273.977,148.956,1265.84,117.28,15.02,255.38,601.112,4.89,4.429,1.176,3.348,1.995,0.02,1126.57,105.57,4.449,4.294,1.562,0.038,1044.0,174.78,27.79,1,2002-09-03
35.08,3.327,4.689,5.217,566.75,79.64,84.353,307.51,853.42,511.52,133.94,3.28,275.794,148.956,1265.4,120.03,15.12,266.87,604.385,4.936,4.463,1.07,3.37,1.823,0.019,1126.56,107.52,4.527,4.39,1.553,0.074,1126.0,183.93,29.73,1,2002-09-10
38.01,3.227,4.595,5.131,579.37,76.04,85.231,307.853,818.77,514.41,134.56,3.29,273.682,148.956,1277.81,122.54,14.72,261.45,606.824,4.853,4.367,1.055,3.236,1.812,0.025,1131.08,108.33,4.466,4.324,1.538,0.05,1194.0,182.73,29.08,1,2002-09-17
40.52,3.098,4.582,5.106,567.44,68.8,84.897,303.639,766.88,509.67,130.29,3.36,268.904,148.956,1277.83,123.34,14.13,258.97,611.344,4.827,4.281,1.274,3.102,2.054,0.045,1131.51,107.52,4.418,4.294,1.558,-0.065,1255.0,183.67,30.77,1,2002-09-24
34.12,3.042,4.608,5.172,560.54,70.73,82.401,300.406,793.77,502.7,128.49,3.31,269.096,152.804,1276.37,122.65,14.05,257.53,611.075,4.907,4.301,1.129,3.083,1.914,0.04,1131.36,107.07,4.469,4.346,1.57,-0.048,1371.0,184.11,30.83,1,2002-10-01
41.02,3.003,4.596,5.138,534.22,68.33,82.303,299.884,746.62,498.67,129.11,3.29,272.356,152.804,1264.72,124.34,13.8,271.17,611.074,4.876,4.303,1.159,3.015,2.018,0.039,1133.0,108.07,4.471,4.343,1.554,-0.137,1348.0,182.31,29.48,1,2002-10-08
34.02,3.226,4.847,5.367,544.27,76.1,80.797,296.133,825.99,491.08,130.6,3.29,270.5,152.804,1246.01,124.61,14.14,268.74,606.121,5.108,4.565,1.058,3.29,2.048,0.039,1130.73,107.78,4.658,4.52,1.551,-0.187,1335.0,186.44,29.72,1,2002-10-15
34.09,3.2,4.913,5.44,534.72,76.39,81.398,297.968,834.45,491.14,129.1,3.29,275.466,152.804,1235.91,124.91,14.41,274.09,592.037,5.184,4.645,1.079,3.289,2.004,0.04,1127.23,107.94,4.749,4.611,1.548,-0.045,1369.0,181.31,27.92,1,2002-10-22
32.27,3.031,4.764,5.345,534.83,73.36,81.986,301.362,826.08,495.32,126.48,3.29,278.825,152.804,1259.46,122.64,14.43,267.07,599.339,5.085,4.498,1.034,3.12,1.913,0.039,1135.63,107.07,4.623,4.49,1.558,-0.079,1403.0,179.17,26.86,0,2002-10-29
31.23,3.092,4.865,5.439,549.59,78.08,85.74,307.226,859.92,501.05,130.8,3.3,284.015,150.068,1263.69,121.78,14.33,271.47,599.894,5.192,4.613,0.956,3.155,1.797,0.035,1135.0,105.87,4.731,4.602,1.564,-0.18,1435.0,178.95,26.14,0,2002-11-05
30.58,2.96,4.65,5.27,519.71,75.59,86.057,310.199,828.41,506.58,129.78,3.29,285.439,150.068,1281.14,119.61,14.29,274.9,606.563,5.03,4.39,0.954,3.0,1.714,0.04,1138.17,104.58,4.54,4.42,1.588,-0.175,1445.0,176.8,25.9,0,2002-11-12
27.41,2.98,4.68,5.3,511.53,77.06,88.772,316.12,841.04,515.02,134.59,3.29,291.054,150.068,1289.19,122.16,14.58,273.38,603.619,5.06,4.44,0.983,3.04,1.793,0.038,1138.44,105.67,4.61,4.49,1.583,-0.163,1446.0,179.65,26.42,0,2002-11-19
25.97,3.0,4.71,5.27,538.29,77.56,89.706,317.389,857.18,519.13,140.57,3.49,291.26,150.068,1287.67,121.75,14.71,272.94,600.511,5.06,4.49,0.974,3.05,1.749,0.049,1136.77,106.53,4.65,4.54,1.55,-0.217,1489.0,181.25,26.4,0,2002-11-26
28.33,3.12,4.69,5.28,555.8,77.82,91.552,323.938,864.29,530.59,142.4,3.38,295.238,149.482,1285.46,124.57,15.23,267.77,599.233,5.06,4.47,1.024,3.07,1.87,0.054,1135.6,106.37,4.74,4.64,1.57,-0.12,1582.0,184.51,27.3,0,2002-12-03
28.76,2.967,4.588,5.207,533.92,74.82,92.026,324.824,848.53,531.29,143.95,2.9,295.714,149.482,1294.5,123.57,14.89,264.23,603.875,4.99,4.378,1.009,2.912,1.859,0.054,1140.53,105.37,4.654,4.562,1.57,-0.283,1637.0,187.1,27.74,0,2002-12-10
26.66,2.862,4.527,5.163,519.47,74.38,92.37,327.335,847.5,532.97,145.75,2.89,298.65,149.482,1300.02,121.32,14.77,261.75,604.735,4.955,4.331,0.959,2.829,1.784,0.049,1141.95,103.51,4.628,4.556,1.596,-0.193,1714.0,193.38,30.1,0,2002-12-17
26.49,2.82,4.5,5.116,518.2,73.69,92.94,328.971,837.34,534.03,147.7,3.5,301.649,149.482,1313.43,120.24,14.67,264.63,608.18,4.915,4.286,0.935,2.811,1.763,0.049,1145.84,103.29,4.58,4.529,1.597,-0.155,1738.0,198.74,31.97,0,2002-12-24
28.62,2.738,4.427,5.045,525.17,72.6,92.891,330.713,824.58,536.76,148.75,3.03,301.808,157.306,1323.64,118.75,14.14,270.74,611.665,4.843,4.204,0.899,2.721,1.72,0.05,1147.45,101.85,4.486,4.446,1.611,-0.109,1738.0,194.4,31.2,0,2002-12-31
25.13,2.742,4.492,5.162,530.63,74.88,93.118,334.138,865.99,541.83,146.88,2.89,305.951,157.306,1316.3,120.43,14.83,270.74,609.202,4.944,4.286,0.899,2.714,1.69,0.05,1147.71,102.57,4.582,4.552,1.603,0.003,1746.0,197.33,31.08,0,2003-01-07
24.57,2.712,4.432,5.061,524.28,74.59,97.889,340.856,874.64,552.37,146.54,2.82,307.701,157.306,1317.74,118.04,15.35,269.46,607.984,4.861,4.272,0.869,2.689,1.531,0.05,1148.23,101.21,4.548,4.505,1.607,-0.077,1753.0,199.86,32.37,0,2003-01-14
27.59,2.657,4.313,4.986,534.4,70.13,97.813,341.203,833.02,555.19,147.13,2.81,304.644,157.306,1324.56,118.23,15.14,256.08,609.097,4.762,4.131,0.819,2.626,1.369,0.05,1150.12,100.23,4.432,4.399,1.616,-0.126,1715.0,204.23,34.61,1,2003-01-21
31.93,2.632,4.249,4.892,520.63,65.49,97.897,342.023,805.93,555.19,142.61,2.81,305.232,157.306,1325.07,118.78,14.78,255.6,609.969,4.676,4.054,0.784,2.609,1.454,0.05,1149.3,99.48,4.316,4.269,1.64,0.118,1593.0,206.11,32.67,1,2003-01-28
32.76,2.689,4.221,4.913,522.25,66.49,97.816,343.18,796.19,555.46,143.22,2.86,307.474,161.26,1333.37,119.7,14.86,256.53,611.027,4.645,4.017,0.849,2.561,1.538,0.04,1151.58,99.14,4.343,4.306,1.649,0.241,1542.0,211.3,33.58,1,2003-02-04
33.68,2.603,4.201,4.944,520.26,66.8,97.876,343.116,778.14,554.98,142.19,2.78,309.164,161.26,1334.04,121.16,14.81,273.4,611.811,4.683,4.011,0.82,2.484,1.524,0.045,1152.27,100.39,4.354,4.342,1.619,0.258,1627.0,216.22,35.44,1,2003-02-11
31.11,2.564,4.189,4.946,527.2,68.02,97.885,341.994,798.81,550.98,143.37,2.78,310.77,161.26,1334.53,118.9,14.9,276.86,613.349,4.681,3.996,0.872,2.454,1.575,0.045,1153.58,100.53,4.382,4.372,1.592,0.31,1709.0,214.92,36.96,0,2003-02-18
31.74,2.415,4.073,4.922,505.53,63.91,97.945,345.278,787.16,555.29,142.91,2.39,314.5,161.26,1346.08,117.07,14.66,277.27,616.223,4.667,3.878,0.771,2.304,1.439,0.045,1156.62,99.86,4.393,4.405,1.576,0.219,1768.0,216.76,36.06,0,2003-02-25
31.83,2.385,4.068,4.923,509.38,63.69,97.917,349.626,772.08,562.83,141.98,2.82,317.255,163.438,1359.58,117.95,14.48,287.75,619.643,4.696,3.895,0.74,2.275,1.405,0.05,1158.7,99.13,4.368,4.384,1.583,0.056,1754.0,219.24,36.89,1,2003-03-04
33.61,2.343,3.978,4.823,473.38,59.83,97.602,352.193,752.55,565.06,138.23,3.17,320.985,163.438,1361.38,117.08,13.74,286.46,623.665,4.6,3.819,0.729,2.243,1.314,0.051,1159.69,97.91,4.29,4.301,1.606,-0.119,1765.0,218.99,36.72,1,2003-03-11
30.43,2.668,4.308,5.067,482.7,66.0,97.361,351.665,814.23,569.14,134.64,2.61,320.734,163.438,1342.97,118.87,14.25,264.81,619.752,4.839,4.133,0.72,2.562,1.33,0.05,1154.69,100.86,4.586,4.57,1.565,-0.159,1887.0,205.2,31.67,0,2003-03-18
28.75,2.669,4.384,5.15,498.58,66.56,98.275,352.253,821.72,569.99,137.25,2.72,320.401,163.438,1341.95,120.22,14.35,266.45,614.559,4.926,4.206,0.715,2.568,1.28,0.055,1154.84,100.87,4.647,4.612,1.571,-0.273,1940.0,198.79,27.97,0,2003-03-25
28.36,2.469,4.2,5.026,481.65,63.76,99.525,358.348,805.79,578.99,133.82,2.56,324.666,162.532,1357.49,118.25,13.87,264.72,618.143,4.807,4.035,0.694,2.389,1.203,0.06,1157.75,99.15,4.571,4.558,1.576,-0.202,1943.0,201.79,29.78,0,2003-04-01
27.13,2.614,4.381,5.118,488.66,68.48,100.448,361.21,824.93,584.3,137.76,2.54,328.036,162.532,1353.87,119.99,14.03,271.88,615.426,4.912,4.226,0.72,2.539,1.239,0.06,1157.44,100.53,4.664,4.636,1.55,-0.257,2022.0,200.04,28.0,0,2003-04-08
22.56,2.673,4.353,5.094,475.45,69.47,102.095,365.785,836.09,590.75,127.81,2.54,331.034,162.532,1357.08,120.21,13.89,287.14,617.883,4.887,4.209,0.658,2.612,1.129,0.055,1158.47,99.76,4.668,4.653,1.569,-0.171,2088.0,203.06,29.29,0,2003-04-15
20.7,2.574,4.262,5.042,472.27,69.42,102.029,368.947,856.01,594.44,127.21,2.64,333.936,162.532,1362.13,119.89,13.72,315.26,620.225,4.838,4.125,0.635,2.515,1.03,0.055,1159.5,98.73,4.619,4.619,1.577,-0.342,2097.0,206.39,29.91,0,2003-04-22
20.76,2.537,4.284,5.084,462.84,69.62,103.298,373.626,862.28,602.32,125.81,2.55,337.424,162.532,1372.22,120.09,13.73,329.28,622.399,4.888,4.146,0.604,2.488,1.014,0.05,1161.49,98.02,4.61,4.617,1.592,-0.253,2139.0,197.79,25.24,0,2003-04-29
20.8,2.443,4.225,5.039,493.75,70.98,106.179,382.551,878.05,613.53,127.97,2.55,344.168,163.453,1391.96,118.02,13.97,323.86,624.562,4.85,4.083,0.609,2.398,1.055,0.045,1163.97,95.34,4.611,4.629,1.612,-0.267,2160.0,199.52,25.72,0,2003-05-06
19.91,2.294,4.045,4.962,497.14,69.23,106.104,387.704,885.91,615.17,126.52,2.55,352.589,163.453,1405.68,116.59,14.34,326.79,631.24,4.759,3.902,0.574,2.255,0.983,0.043,1164.33,94.7,4.478,4.516,1.609,-0.281,2248.0,208.74,28.5,0,2003-05-13
21.29,2.196,3.879,4.746,487.4,68.37,106.761,387.644,864.89,617.95,130.31,2.56,348.303,163.453,1422.05,116.71,14.34,337.26,636.419,4.559,3.746,0.584,2.151,1.079,0.04,1165.79,93.26,4.322,4.352,1.642,-0.359,2337.0,208.8,29.28,0,2003-05-20
19.99,2.172,3.813,4.652,488.91,68.26,106.896,390.469,895.55,617.36,130.91,2.21,353.759,163.453,1422.09,117.0,15.39,356.43,638.059,4.468,3.675,0.529,2.119,1.055,0.039,1163.2,92.72,4.268,4.294,1.641,-0.349,2218.0,208.98,29.35,0,2003-05-27
20.84,2.072,3.763,4.72,511.4,70.8,107.323,391.587,913.47,619.11,135.45,2.65,356.573,172.882,1431.14,119.16,15.82,355.39,638.035,4.508,3.644,0.5,2.024,1.1,0.039,1164.19,93.53,4.318,4.358,1.625,-0.311,2123.0,210.83,30.67,0,2003-06-03
20.64,1.955,3.659,4.637,524.89,72.06,108.176,395.782,925.51,623.44,139.25,2.15,363.033,172.882,1445.49,117.85,15.74,358.63,641.633,4.466,3.555,0.464,1.926,1.013,0.035,1166.17,93.56,4.271,4.342,1.652,-0.207,2130.0,213.1,31.73,0,2003-06-10
20.01,2.022,3.72,4.679,535.36,74.45,111.141,403.476,950.36,635.11,145.76,2.14,367.994,172.882,1444.37,118.22,16.71,385.17,641.857,4.53,3.551,0.47,2.004,0.993,0.035,1165.43,92.61,4.25,4.313,1.684,-0.204,2149.0,209.65,31.07,0,2003-06-17
20.75,2.025,3.793,4.773,532.13,72.67,111.532,400.918,923.58,636.45,145.6,2.16,362.314,172.882,1443.47,117.88,16.23,378.39,638.56,4.639,3.682,0.635,2.022,1.274,0.049,1167.58,94.39,4.394,4.472,1.66,-0.073,2134.0,205.82,28.78,0,2003-06-24
19.46,2.073,3.902,4.887,552.47,70.66,111.615,399.639,922.98,635.98,151.48,2.14,357.314,171.489,1423.73,119.36,16.31,388.34,634.855,4.726,3.799,0.855,2.093,1.439,0.084,1165.85,94.3,4.469,4.545,1.663,0.011,2123.0,209.86,30.4,0,2003-07-01
19.48,2.131,4.02,4.997,592.74,73.96,111.876,397.231,947.41,637.12,153.35,2.12,351.487,171.489,1414.75,118.35,17.24,399.11,632.305,4.841,3.976,1.159,2.159,1.916,0.112,1163.22,95.82,4.562,4.624,1.633,-0.042,2155.0,211.3,30.22,0,2003-07-08
19.55,2.176,4.098,5.066,578.25,73.96,111.712,398.081,941.35,640.86,155.78,2.09,350.639,171.489,1403.53,117.33,18.1,368.93,629.203,4.881,4.027,1.029,2.211,1.755,0.093,1162.55,97.0,4.586,4.65,1.595,-0.02,2238.0,210.85,31.62,0,2003-07-15
19.17,2.268,4.216,5.1,563.14,72.62,111.579,399.631,929.24,640.82,149.86,2.08,353.828,171.489,1391.94,119.3,17.52,355.06,622.614,4.917,4.079,0.954,2.324,1.715,0.093,1157.28,96.38,4.647,4.701,1.599,0.105,2219.0,206.09,30.19,0,2003-07-22
18.67,2.258,4.242,5.149,580.22,73.72,111.973,397.986,930.8,637.32,157.96,2.05,349.67,171.489,1374.63,119.76,18.03,350.29,616.656,4.925,4.084,0.944,2.33,1.745,0.074,1149.16,95.33,4.659,4.71,1.625,0.127,2197.0,210.95,30.24,0,2003-07-29
22.68,2.645,4.319,5.14,558.78,74.09,111.553,390.366,908.05,625.55,159.07,2.08,342.345,163.842,1363.78,119.87,18.15,360.13,612.519,4.915,4.162,0.916,2.562,1.65,0.07,1144.25,96.16,4.696,4.71,1.603,0.166,2198.0,214.79,32.22,0,2003-08-05
17.94,2.568,4.202,5.024,564.38,74.59,111.537,390.5,931.21,622.84,163.13,2.06,347.635,163.842,1375.87,118.46,18.08,373.43,617.185,4.822,4.077,0.894,2.494,1.6,0.07,1152.75,96.15,4.605,4.618,1.601,0.116,2314.0,216.08,31.92,0,2003-08-12
17.86,2.64,4.282,5.044,600.15,76.75,111.621,390.376,942.58,622.44,167.85,2.07,349.994,163.842,1372.91,118.8,18.22,409.25,616.423,4.839,4.146,1.374,2.576,2.184,0.114,1154.79,97.31,4.661,4.653,1.589,0.126,2340.0,214.49,30.7,0,2003-08-19
19.49,2.677,4.319,5.054,606.63,76.18,112.388,394.27,936.98,631.46,173.52,2.45,352.724,163.842,1370.07,117.41,18.31,399.72,615.636,4.851,4.18,1.436,2.62,2.124,0.195,1150.02,98.76,4.706,4.685,1.573,0.215,2297.0,220.56,31.95,0,2003-08-26
