Y,Data,XAU BGNL,ECSURPUS,BDIY,CRY,DXY,JPY,GBP,Cl1,VIX,USGG30YR,GT10,USGG2YR,USGG3M,US0001M,GTDEM30Y,GTDEM10Y,GTDEM2Y,EONIA,GTITL30YR,GTITL10YR,GTITL2YR,GTJPY30YR,GTJPY10YR,GTJPY2YR,GTGBP30Y,GTGBP20Y,GTGBP2Y,LUMSTRUU,LMBITR,LUACTRUU,LF98TRUU,LG30TRUU,LP01TREU,EMUSTRUU,LF94TRUU,MXUS,MXEU,MXJP,MXBR,MXRU,MXIN,MXCN
0,8/12/2014,1314.0,0.215,836.0,291.778,81.5,102.25,1.681,97.37,14.13,3.277,2.45,0.432,0.025,0.156,1.963,1.058,-0.007,0.019,3.92,2.74,0.391,1.665,0.509,0.061,3.184,3.062,0.796,1928.58,1046.173,2551.89,1653.3,1114.548,321.637,928.606,328.773,1849.71,112.4,770.93,2446.21,649.96,978.43,66.47
0,8/19/2014,1295.94,0.15,1040.0,287.044,81.883,102.88,1.662,94.48,12.21,3.213,2.401,0.427,0.025,0.156,1.881,1.0,-0.01,0.007,3.832,2.594,0.362,1.648,0.499,0.064,3.092,2.978,0.697,1931.75,1049.544,2560.31,1667.76,1122.836,323.702,936.616,329.585,1895.69,114.66,784.4,2546.74,679.22,995.86,67.24
0,8/26/2014,1283.98,0.284,1070.0,290.287,82.65,104.06,1.656,93.86,11.63,3.162,2.397,0.492,0.02,0.155,1.802,0.938,-0.02,0.006,3.665,2.412,0.294,1.631,0.498,0.073,3.045,2.924,0.87,1933.95,1050.857,2569.04,1671.32,1122.792,325.515,938.523,329.648,1913.46,117.16,786.83,2586.03,685.46,996.26,66.87
0,9/2/2014,1264.94,0.293,1149.0,289.283,82.992,105.12,1.649,92.88,12.25,3.175,2.422,0.524,0.015,0.157,1.825,0.93,-0.036,0.101,3.712,2.455,0.354,1.635,0.5,0.069,3.043,2.903,0.854,1934.78,1053.148,2567.01,1672.17,1120.734,325.615,937.767,329.967,1916.18,117.13,793.93,2698.77,641.04,1013.57,66.32
0,9/9/2014,1249.33,0.354,1197.0,285.791,84.278,106.41,1.609,92.75,13.5,3.234,2.504,0.556,0.01,0.154,1.969,0.996,-0.077,0.0,3.723,2.366,0.309,1.672,0.531,0.07,3.147,2.984,0.78,1931.74,1051.354,2553.11,1662.76,1111.971,324.739,936.127,322.507,1902.72,117.84,796.32,2535.7,677.9,1025.79,68.29
0,9/16/2014,1237.07,0.424,1150.0,284.392,84.074,107.06,1.628,94.88,12.73,3.36,2.593,0.536,0.01,0.154,2.014,1.06,-0.06,-0.014,3.764,2.46,0.357,1.7,0.577,0.071,3.175,3.02,0.818,1926.27,1049.775,2535.99,1652.13,1107.5,324.461,929.932,320.961,1911.33,117.22,804.29,2482.93,653.41,992.67,64.64
0,9/23/2014,1221.4,0.364,1073.0,277.802,84.658,108.94,1.636,91.56,14.93,3.246,2.528,0.537,0.01,0.155,1.929,1.012,-0.051,0.007,3.67,2.398,0.358,1.671,0.537,0.065,3.081,2.949,0.854,1932.36,1052.415,2548.16,1652.46,1106.607,325.657,931.383,322.575,1894.21,116.85,818.08,2311.79,633.51,1001.2,63.69
1,9/30/2014,1208.67,0.405,1063.0,278.546,85.936,109.65,1.622,91.16,16.31,3.197,2.49,0.567,0.015,0.153,1.871,0.946,-0.083,-0.017,3.635,2.332,0.358,1.607,0.526,0.072,3.058,2.91,0.824,1934.61,1054.698,2542.53,1637.42,1094.426,324.399,926.453,320.74,1884.24,117.21,814.84,2170.28,611.12,1002.86,61.85
1,10/7/2014,1211.26,0.223,1015.0,279.98,85.672,108.26,1.608,88.85,17.2,3.046,2.34,0.504,0.005,0.153,1.83,0.905,-0.067,-0.045,3.664,2.344,0.417,1.628,0.508,0.05,2.963,2.803,0.748,1946.97,1058.493,2574.97,1648.6,1097.643,324.19,929.342,322.205,1848.79,113.04,793.21,2345.37,606.72,988.88,63.24
0,10/14/2014,1234.29,0.187,948.0,273.9,85.822,107.06,1.592,81.84,22.79,2.953,2.198,0.368,0.005,0.153,1.758,0.837,-0.053,-0.006,3.657,2.296,0.438,1.638,0.495,0.043,2.86,2.686,0.602,1954.02,1067.58,2588.98,1629.02,1086.677,321.659,930.048,323.504,1792.09,109.89,747.14,2371.73,588.05,985.49,61.67
0,10/21/2014,1251.83,0.145,1090.0,273.004,85.303,106.64,1.613,82.81,16.08,2.99,2.223,0.362,0.01,0.156,1.789,0.87,-0.051,-0.014,3.869,2.51,0.619,1.618,0.48,0.025,2.92,2.743,0.674,1957.61,1063.742,2588.78,1652.12,1096.458,321.627,931.746,325.55,1855.17,110.53,741.46,2083.58,585.89,980.64,61.7
0,10/28/2014,1228.94,0.149,1395.0,272.088,85.408,108.05,1.614,81.42,14.39,3.068,2.297,0.394,0.01,0.153,1.782,0.876,-0.049,0.018,3.869,2.534,0.666,1.616,0.456,0.014,2.968,2.802,0.647,1954.97,1064.146,2575.78,1655.33,1102.716,323.706,935.686,323.826,1896.29,112.05,770.17,2066.5,578.29,992.55,62.91
0,11/4/2014,1169.24,0.185,1484.0,267.485,86.984,113.52,1.599,77.19,14.89,3.048,2.334,0.512,0.02,0.156,1.728,0.806,-0.055,0.082,3.767,2.432,0.723,1.438,0.439,0.016,2.951,2.777,0.66,1951.96,1060.381,2565.89,1653.28,1099.902,324.535,935.213,321.521,1920.7,112.85,845.53,2105.55,591.31,1036.53,64.24
0,11/11/2014,1162.43,0.144,1370.0,270.153,87.531,115.71,1.589,77.94,12.92,3.093,2.361,0.535,0.015,0.154,1.753,0.826,-0.05,-0.038,3.699,2.332,0.603,1.513,0.487,0.03,2.942,2.777,0.665,1952.47,1059.14,2561.32,1655.0,1097.459,326.52,932.157,320.766,1947.07,115.69,850.15,1997.42,563.41,1039.56,63.78
0,11/18/2014,1195.23,0.191,1296.0,265.831,87.575,116.79,1.565,74.61,13.86,3.038,2.316,0.504,0.01,0.154,1.711,0.796,-0.03,-0.029,3.736,2.323,0.602,1.474,0.508,0.011,2.892,2.71,0.582,1958.04,1059.123,2558.65,1643.95,1091.938,324.909,927.997,320.037,1958.71,115.78,863.18,1953.3,557.4,1046.96,62.89
0,11/25/2014,1196.29,0.263,1313.0,266.854,87.92,117.93,1.571,74.09,12.25,2.961,2.258,0.52,0.02,0.154,1.664,0.747,-0.039,-0.011,3.641,2.137,0.461,1.404,0.447,0.031,2.768,2.583,0.538,1963.9,1061.43,2577.85,1646.98,1094.042,325.781,932.784,323.448,1974.07,118.18,872.56,2134.07,571.95,1051.41,64.5
0,12/2/2014,1199.21,0.124,1119.0,253.332,88.647,119.22,1.564,66.88,12.85,3.013,2.293,0.536,0.01,0.158,1.633,0.741,-0.032,0.128,3.396,2.009,0.503,1.365,0.419,0.001,2.742,2.545,0.534,1962.43,1064.208,2567.36,1629.95,1083.028,326.727,926.806,321.965,1971.89,118.51,883.49,1957.84,504.36,1053.7,64.63
0,12/9/2014,1228.95,0.173,933.0,251.06,88.69,119.3,1.568,63.82,14.89,2.87,2.214,0.612,0.025,0.162,1.54,0.685,-0.037,-0.038,3.364,2.033,0.566,1.371,0.414,-0.007,2.635,2.449,0.504,1964.4,1067.417,2577.21,1614.73,1073.44,327.383,916.591,324.54,1965.26,116.05,888.97,1889.22,468.83,1023.55,64.34
0,12/16/2014,1197.89,0.239,838.0,238.753,88.125,117.29,1.575,55.93,23.57,2.691,2.06,0.552,0.03,0.162,1.406,0.595,-0.064,-0.021,3.366,2.009,0.676,1.366,0.356,-0.002,2.511,2.326,0.446,1968.4,1070.017,2583.29,1577.36,1046.743,324.507,885.919,324.929,1881.92,112.04,835.4,1662.41,342.0,984.08,62.81
0,12/23/2014,1178.25,0.212,788.0,238.612,90.064,120.62,1.552,57.12,14.8,2.852,2.262,0.739,0.01,0.167,1.456,0.591,-0.095,-0.055,3.24,1.941,0.521,1.297,0.333,-0.039,2.613,2.427,0.467,1962.92,1065.883,2570.2,1618.18,1066.546,326.596,909.285,319.026,1986.73,117.28,873.18,1835.04,440.0,1008.02,64.84
