Data,Y,MSFT_Close,GOOG_Close,AAPL_Close
2000-01-11,0,33.652610778808594,,0.698562502861023
2000-01-18,0,35.47948455810547,,0.782822847366333
2000-01-25,0,31.633460998535156,,0.8454298973083496
2000-02-01,0,31.67191505432129,,0.7550497651100159
2000-02-08,1,33.82570266723633,,0.865200936794281
2000-02-15,1,30.325822830200195,,0.8962690234184265
2000-02-22,1,28.864336013793945,,0.8571982383728027
2000-02-29,1,27.498992919921875,,0.8633185029029846
2000-03-07,0,28.575885772705078,,0.9254540205001831
2000-03-14,0,29.268156051635742,,0.8604932427406311
2000-03-21,0,31.6142520904541,,1.0163050889968872
2000-03-28,0,32.0949821472168,,1.0478439331054688
2000-04-04,0,27.24900245666504,,0.9588761925697327
2000-04-11,0,25.806745529174805,,0.899563729763031
2000-04-18,0,24.787559509277344,,0.9555814862251282
2000-04-25,1,21.345365524291992,,0.9664073586463928
2000-05-02,1,21.499217987060547,,0.8877955675125122
2000-05-09,1,20.864627838134766,,0.7941203713417053
2000-05-16,1,21.383832931518555,,0.7960032224655151
2000-05-23,0,19.44159507751465,,0.6463115811347961
2000-05-30,0,19.499282836914062,,0.6594923138618469
2000-06-06,0,21.42229652404785,,0.6995037198066711
2000-06-13,0,20.883853912353516,,0.7117430567741394
2000-06-20,0,23.05685043334961,,0.7625819444656372
2000-06-27,0,24.24911880493164,,0.7795278429985046
2000-07-04,0,,,
2000-07-11,0,24.345264434814453,,0.8576689958572388
2000-07-18,0,24.152963638305664,,0.8623759746551514
2000-07-25,0,21.22999382019043,,0.7541083097457886
2000-08-01,0,21.13383674621582,,0.7428109049797058
2000-08-08,0,22.806859970092773,,0.7042111158370972
2000-08-15,0,22.03765869140625,,0.703269362449646
2000-08-22,0,21.922271728515625,,0.7785866856575012
2000-08-29,0,21.826128005981445,,0.8915619850158691
2000-09-05,0,21.576133728027344,,0.9405168890953064
2000-09-12,1,20.960779190063477,,0.8699081540107727
2000-09-19,1,19.999265670776367,,0.9028593897819519
2000-09-26,1,19.287763595581055,,0.7748209834098816
2000-10-03,1,17.403209686279297,,0.33610135316848755
2000-10-10,1,16.7878475189209,,0.3144473135471344
2000-10-17,0,15.518667221069336,,0.3031497895717621
2000-10-24,0,18.922388076782227,,0.2843209505081177
2000-10-31,0,21.191532135009766,,0.2946763336658478
2000-11-07,0,21.691505432128906,,0.32103708386421204
2000-11-14,1,21.172311782836914,,0.3050325810909271
2000-11-21,1,20.84539222717285,,0.28337952494621277
2000-11-28,0,20.61463737487793,,0.27161136269569397
2000-12-05,1,18.42240333557129,,0.2560764253139496
2000-12-12,1,17.960878372192383,,0.23159922659397125
2000-12-19,1,13.787960052490234,,0.21088677644729614
2000-12-26,1,14.422555923461914,,0.22124306857585907
2001-01-02,1,13.345666885375977,,0.22406725585460663
2001-01-09,0,15.941728591918945,,0.2589013874530792
2001-01-16,0,16.172494888305664,,0.25796014070510864
2001-01-23,0,18.63393783569336,,0.30879804491996765
2001-01-30,0,19.499282836914062,,0.3276278078556061
2001-02-06,1,19.24929428100586,,0.3182128965854645
2001-02-13,1,17.903186798095703,,0.28808650374412537
2001-02-20,1,17.191680908203125,,0.2758474349975586
2001-02-27,1,18.26856231689453,,0.29185205698013306
2001-03-06,1,18.287796020507812,,0.3238622546195984
2001-03-13,1,16.672473907470703,,0.2946763336658478
2001-03-20,1,16.210947036743164,,0.29656001925468445
2001-03-27,1,17.922428131103516,,0.34449872374534607
2001-04-03,1,16.422481536865234,,0.3048824965953827
2001-04-10,0,18.362407684326172,,0.3319956958293915
2001-04-17,0,18.916231155395508,,0.3072923421859741
2001-04-24,0,20.783859252929688,,0.36197197437286377
2001-05-01,0,21.589988708496094,,0.3905927538871765
2001-05-08,0,22.17150115966797,,0.3701062798500061
2001-05-15,0,21.00538444519043,,0.34916865825653076
2001-05-22,0,21.633060455322266,,0.35398879647254944
2001-05-29,0,21.642292022705078,,0.3234100937843323
2001-06-05,1,22.337646484375,,0.31542670726776123
2001-06-12,1,22.177656173706055,,0.3059368133544922
2001-06-19,0,20.713088989257812,,0.3041289746761322
2001-06-26,1,21.58075523376465,,0.3577541410923004
2001-07-03,1,21.68229103088379,,0.35910987854003906
2001-07-10,0,19.839279174804688,,0.31843897700309753
2001-07-17,0,22.097646713256836,,0.3780896067619324
2001-07-24,0,20.40540885925293,,0.287559449672699
2001-07-31,0,20.365407943725586,,0.28304046392440796
2001-08-07,0,20.41463851928711,,0.2899693548679352
2001-08-14,0,19.90388298034668,,0.28213614225387573
2001-08-21,1,18.700855255126953,,0.26993507146835327
2001-08-28,1,18.68855094909668,,0.27716511487960815
2001-09-04,1,17.260913848876953,,0.2749062180519104
2001-09-11,1,,,
2001-09-18,1,16.713232040405273,,0.24523095786571503
2001-09-25,1,15.78404426574707,,0.23408442735671997
2001-10-02,1,16.322484970092773,,0.22670340538024902
2001-10-09,1,16.78708267211914,,0.24101324379444122
2001-10-16,0,17.98396110534668,,0.27129068970680237
2001-10-23,1,18.59317398071289,,0.27324944734573364
2001-10-30,1,18.11625862121582,,0.26511502265930176
2001-11-06,0,19.931581497192383,,0.2947894036769867
2001-11-13,0,20.891542434692383,,0.2917770743370056
2001-11-20,0,20.122339248657227,,0.29418712854385376
2001-11-27,0,19.61159896850586,,0.3163300156593323
2001-12-04,0,20.30695152282715,,0.33741888403892517
2001-12-11,0,20.713088989257812,,0.3280799984931946
2001-12-18,0,21.313068389892578,,0.3164811134338379
2001-12-25,0,,,
2002-01-01,0,,,
2002-01-08,0,21.346912384033203,,0.3405821621417999
2002-01-15,0,21.399211883544922,,0.3268744945526123
2002-01-22,1,19.83312225341797,,0.3286822736263275
2002-01-29,1,19.174684524536133,,0.34751102328300476
2002-02-05,0,18.814693450927734,,0.38336190581321716
2002-02-12,0,18.50394630432129,,0.3722151219844818
2002-02-19,0,18.131643295288086,,0.340733140707016
2002-02-26,0,18.014726638793945,,0.35654976963996887
2002-03-05,0,19.408519744873047,,0.3544408977031708
2002-03-12,0,19.24237632751465,,0.37236616015434265
2002-03-19,0,19.146997451782227,,0.37432408332824707
2002-03-26,0,18.177797317504883,,0.35338643193244934
2002-04-02,0,17.62396812438965,,0.36257433891296387
2002-04-09,0,16.882465362548828,,0.36302649974823
2002-04-16,1,17.787033081054688,,0.38773056864738464
2002-04-23,1,16.611705780029297,,0.3652861714363098
2002-04-30,1,16.079410552978516,,0.36558762192726135
2002-05-07,0,15.220980644226074,,0.33847343921661377
2002-05-14,0,16.885541915893555,,0.38577190041542053
2002-05-21,0,16.057876586914062,,0.35338643193244934
2002-05-28,1,16.097875595092773,,0.36121875047683716
2002-06-04,1,15.377907752990723,,0.3431432247161865
2002-06-11,1,16.1747989654541,,0.3081958591938019
2002-06-18,1,17.227067947387695,,0.30352601408958435
2002-06-25,1,16.291711807250977,,0.2581852376461029
2002-07-02,1,15.827113151550293,,0.25517305731773376
2002-07-09,1,16.3717098236084,,0.2640605866909027
2002-07-16,1,15.768655776977539,,0.26903170347213745
2002-07-23,1,13.233365058898926,,0.21796667575836182
2002-07-30,1,14.79946231842041,,0.2324276566505432
2002-08-06,1,14.051787376403809,,0.2220335155725479
2002-08-13,1,14.479470252990723,,0.21977442502975464
2002-08-20,1,15.704036712646484,,0.2396576851606369
2002-08-27,1,15.642504692077637,,0.22369100153446198
2002-09-03,1,14.467162132263184,,0.21164007484912872
2002-09-10,1,15.319445610046387,,0.2158578336238861
2002-09-17,1,14.550236701965332,,0.22293774783611298
2002-09-24,1,14.042562484741211,,0.2205277681350708
2002-10-01,1,14.224098205566406,,0.21856901049613953
2002-10-08,1,13.842565536499023,,0.2060667723417282
2002-10-15,1,16.08864402770996,,0.22836008667945862
2002-10-22,1,15.8978853225708,,0.22143112123012543
2002-10-29,0,16.020950317382812,,0.23257778584957123
2002-11-05,0,17.439367294311523,,0.25457075238227844
2002-11-12,0,16.771692276000977,,0.235590860247612
2002-11-19,0,16.87938690185547,,0.23001760244369507
2002-11-26,0,17.507049560546875,,0.23212647438049316
2002-12-03,0,17.448591232299805,,0.22836008667945862
2002-12-10,0,16.61785316467285,,0.23016779124736786
2002-12-17,0,16.72553825378418,,0.22715549170970917
2002-12-24,0,16.55939292907715,,0.21630993485450745
2002-12-31,0,15.907115936279297,,0.2158578336238861
2003-01-07,0,17.168603897094727,,0.22369100153446198
2003-01-14,0,17.528596878051758,,0.22007551789283752
2003-01-21,1,15.793264389038086,,0.2111879289150238
2003-01-28,1,15.020986557006836,,0.2196234166622162
2003-02-04,1,14.559469223022461,,0.21992461383342743
2003-02-11,1,14.288705825805664,,0.21615898609161377
2003-02-18,0,15.359434127807617,,0.23001760244369507
2003-02-25,0,14.933472633361816,,0.22625115513801575
2003-03-04,1,14.242048263549805,,0.21932226419448853
2003-03-11,1,14.075368881225586,,0.21435125172138214
2003-03-18,0,16.07554817199707,,0.2259499877691269
2003-03-25,0,15.736017227172852,,0.21917125582695007
2003-04-01,0,15.032254219055176,,0.2132968157529831
2003-04-08,0,15.791579246520996,,0.21766556799411774
2003-04-15,0,15.1865816116333,,0.20169797539710999
2003-04-22,0,15.902691841125488,,0.20350579917430878
2003-04-29,0,15.927395820617676,,0.2117902636528015
2003-05-06,0,16.279279708862305,,0.263608455657959
2003-05-13,0,16.044696807861328,,0.2812327742576599
2003-05-20,0,15.205102920532227,,0.26797711849212646
2003-05-27,0,15.303877830505371,,0.2843959629535675
2003-06-03,0,15.35943603515625,,0.26074638962745667
2003-06-10,0,15.235976219177246,,0.25878846645355225
2003-06-17,0,16.026165008544922,,0.2740018367767334
2003-06-24,0,15.8656587600708,,0.2828895151615143
2003-07-01,0,16.14346694946289,,0.287559449672699
2003-07-08,0,17.100341796875,,0.3072923421859741
2003-07-15,0,16.834888458251953,,0.2953924238681793
2003-07-22,0,16.285446166992188,,0.3133179843425751
