VIX,VIX_lag_7,VIX_lag_2,VIX_lag_4,GTITL2YR,GTITL2YR_lag_7,GTITL2YR_lag_2,GTITL2YR_lag_4,GTITL10YR,GTITL10YR_lag_7,GTITL10YR_lag_2,GTITL10YR_lag_4,GTITL30YR,GTITL30YR_lag_7,GTITL30YR_lag_2,GTITL30YR_lag_4,MXJP,MXJP_lag_7,MXJP_lag_2,MXJP_lag_4,MXEU,MXEU_lag_7,MXEU_lag_2,MXEU_lag_4,LP01TREU,LP01TREU_lag_7,LP01TREU_lag_2,LP01TREU_lag_4,LG30TRUU,LG30TRUU_lag_7,LG30TRUU_lag_2,LG30TRUU_lag_4,MXUS,MXUS_lag_7,MXUS_lag_2,MXUS_lag_4,LF98TRUU,LF98TRUU_lag_7,LF98TRUU_lag_2,LF98TRUU_lag_4,MXIN,MXIN_lag_7,MXIN_lag_2,MXIN_lag_4,EONIA,EONIA_lag_7,EONIA_lag_2,EONIA_lag_4
39.39,21.17,30.3,21.99,4.047,4.336,4.14,4.385,4.896,4.76,4.743,4.776,5.269,5.178,5.184,5.117,683.84,806.06,703.25,766.91,89.49,101.92,92.0,101.24,134.656,145.844,143.029,146.238,538.905,586.282,569.809,587.099,1107.0,1226.15,1152.59,1214.53,809.78,878.17,861.82,881.0,508.84,608.58,534.43,603.47,4.028,4.295,4.298,4.355
53.68,21.28,35.72,25.47,3.639,4.309,4.346,4.267,4.581,4.799,4.931,4.731,4.818,5.194,5.415,5.15,615.39,782.55,738.35,752.73,84.2,97.74,93.33,97.57,127.594,146.231,141.696,146.634,503.563,585.957,568.7,585.346,941.83,1205.61,1129.46,1161.09,758.47,878.26,853.32,882.01,457.89,582.62,538.38,593.75,4.14,4.292,4.378,4.309
55.13,20.49,39.39,30.3,3.706,4.347,4.047,4.14,4.856,4.756,4.896,4.743,5.196,5.158,5.269,5.184,600.76,777.23,683.84,703.25,81.29,98.79,89.49,92.0,118.332,145.834,134.656,143.029,472.411,585.527,538.905,569.809,943.53,1210.29,1107.0,1152.59,716.18,877.79,809.78,861.82,444.38,581.08,508.84,534.43,3.846,4.274,4.028,4.298
53.11,21.99,53.68,35.72,3.406,4.385,3.639,4.346,4.693,4.776,4.581,4.931,5.06,5.117,4.818,5.415,599.06,766.91,615.39,738.35,77.45,101.24,84.2,93.33,114.838,146.238,127.594,141.696,450.986,587.099,503.563,568.7,903.6,1214.53,941.83,1129.46,689.75,881.0,758.47,853.32,414.64,603.47,457.89,538.38,3.615,4.355,4.14,4.378
66.96,25.47,55.13,39.39,3.44,4.267,3.706,4.047,4.753,4.731,4.856,4.896,4.968,5.15,5.196,5.269,487.14,752.73,600.76,683.84,70.06,97.57,81.29,89.49,109.649,146.634,118.332,134.656,425.866,585.346,472.411,538.905,885.93,1161.09,943.53,1107.0,671.05,882.01,716.18,809.78,350.24,593.75,444.38,508.84,3.566,4.309,3.846,4.028
47.73,30.3,53.11,53.68,3.464,4.14,3.406,3.639,4.873,4.743,4.693,4.581,5.11,5.184,5.06,4.818,568.69,703.25,599.06,615.39,81.92,92.0,77.45,84.2,113.192,143.029,114.838,127.594,446.475,569.809,450.986,503.563,950.48,1152.59,903.6,941.83,687.25,861.82,689.75,758.47,410.99,534.43,414.64,457.89,3.587,4.298,3.615,4.14
61.44,35.72,66.96,55.13,3.271,4.346,3.44,3.706,4.62,4.931,4.753,4.856,5.102,5.415,4.968,5.196,552.54,738.35,487.14,600.76,74.34,93.33,70.06,81.29,113.577,141.696,109.649,118.332,443.356,568.7,425.866,472.411,848.72,1129.46,885.93,943.53,682.28,853.32,671.05,716.18,379.66,538.38,350.24,444.38,3.432,4.378,3.566,3.846
67.64,39.39,47.73,53.11,3.242,4.047,3.464,3.406,4.651,4.896,4.873,4.693,5.229,5.269,5.11,5.06,516.41,683.84,568.69,599.06,70.84,89.49,81.92,77.45,109.868,134.656,113.192,114.838,422.367,538.905,446.475,450.986,810.65,1107.0,950.48,903.6,647.75,809.78,687.25,689.75,342.83,508.84,410.99,414.64,3.031,4.028,3.587,3.615
60.9,53.68,61.44,66.96,3.383,3.639,3.271,3.44,4.439,4.581,4.62,4.753,5.036,4.818,5.102,4.968,513.14,615.39,552.54,487.14,69.71,84.2,74.34,70.06,103.592,127.594,113.577,109.649,404.978,503.563,443.356,425.866,808.35,941.83,848.72,885.93,610.93,758.47,682.28,671.05,331.84,457.89,379.66,350.24,2.904,4.14,3.432,3.566
62.98,55.13,67.64,47.73,3.323,3.706,3.242,3.464,4.312,4.856,4.651,4.873,4.996,5.196,5.229,5.11,485.88,600.76,516.41,568.69,69.14,81.29,70.84,81.92,104.153,118.332,109.868,113.192,409.272,472.411,422.367,446.475,800.38,943.53,810.65,950.48,617.92,716.18,647.75,687.25,333.74,444.38,342.83,410.99,2.968,3.846,3.031,3.587
58.91,53.11,60.9,61.44,3.397,3.406,3.383,3.271,4.54,4.693,4.439,4.62,5.123,5.06,5.036,5.102,504.33,599.06,513.14,552.54,71.97,77.45,69.71,74.34,102.088,114.838,103.592,113.577,407.072,450.986,404.978,443.356,837.96,903.6,808.35,848.72,612.65,689.75,610.93,682.28,348.21,414.64,331.84,379.66,2.894,3.615,2.904,3.432
52.37,66.96,62.98,67.64,3.287,3.44,3.323,3.242,4.46,4.753,4.312,4.651,5.126,4.968,4.996,5.229,511.33,487.14,485.88,516.41,69.71,70.06,69.14,70.84,100.359,109.649,104.153,109.868,406.618,425.866,409.272,422.367,862.02,885.93,800.38,810.65,602.46,671.05,617.92,647.75,381.84,350.24,333.74,342.83,2.306,3.566,2.968,3.031
45.02,47.73,58.91,60.9,2.976,3.464,3.397,3.383,4.291,4.873,4.54,4.439,5.117,5.11,5.123,5.036,525.03,568.69,504.33,513.14,67.6,81.92,71.97,69.71,100.614,113.192,102.088,103.592,423.415,446.475,407.072,404.978,816.73,950.48,837.96,808.35,629.89,687.25,612.65,610.93,369.49,410.99,348.21,331.84,2.234,3.587,2.894,2.904
41.63,61.44,52.37,62.98,3.098,3.271,3.287,3.323,4.375,4.62,4.46,4.312,5.112,5.102,5.126,4.996,530.85,552.54,511.33,485.88,68.91,74.34,69.71,69.14,101.474,113.577,100.359,104.153,438.058,443.356,406.618,409.272,842.09,848.72,862.02,800.38,659.39,682.28,602.46,617.92,372.57,379.66,381.84,333.74,2.225,3.432,2.306,2.968
38.56,67.64,45.02,58.91,2.988,3.242,2.976,3.397,4.456,4.651,4.291,4.54,5.22,5.229,5.117,5.123,543.57,516.41,525.03,504.33,74.54,70.84,67.6,71.97,108.901,109.868,100.614,102.088,458.513,422.367,423.415,407.072,885.23,810.65,816.73,837.96,701.25,647.75,629.89,612.65,399.75,342.83,369.49,348.21,2.221,3.031,2.234,2.894
43.27,60.9,41.63,52.37,2.65,3.383,3.098,3.287,4.398,4.439,4.375,4.46,5.432,5.036,5.112,5.126,504.86,513.14,530.85,511.33,70.56,69.71,68.91,69.71,114.271,103.592,101.474,100.359,464.085,404.978,438.058,406.618,826.58,808.35,842.09,862.02,708.74,610.93,659.39,602.46,347.64,331.84,372.57,381.84,2.15,2.904,2.225,2.306
56.65,62.98,38.56,45.02,2.581,3.323,2.988,2.976,4.514,4.312,4.456,4.291,5.45,4.996,5.22,5.117,497.61,485.88,543.57,525.03,64.98,69.14,74.54,67.6,113.248,104.153,108.901,100.614,459.384,409.272,458.513,423.415,763.8,800.38,885.23,816.73,701.59,617.92,701.25,629.89,350.2,333.74,399.75,369.49,2.11,2.968,2.221,2.234
42.25,58.91,43.27,41.63,2.65,3.397,2.65,3.098,4.846,4.54,4.398,4.375,5.5,5.123,5.432,5.112,497.26,504.33,504.86,530.85,65.91,71.97,70.56,68.91,110.916,102.088,114.271,101.474,458.606,407.072,464.085,438.058,801.91,837.96,826.58,842.09,699.06,612.65,708.74,659.39,344.89,348.21,347.64,372.57,1.204,2.894,2.15,2.225
43.06,52.37,56.65,38.56,2.277,3.287,2.581,2.988,4.608,4.46,4.514,4.456,5.29,5.126,5.45,5.22,477.76,511.33,497.61,543.57,66.42,69.71,64.98,74.54,113.185,100.359,113.248,108.901,462.054,406.618,459.384,458.513,795.32,862.02,763.8,885.23,705.31,602.46,701.59,701.25,351.1,381.84,350.2,399.75,1.273,2.306,2.11,2.221
46.67,45.02,42.25,43.27,2.253,2.976,2.65,2.65,4.53,4.291,4.846,4.398,5.256,5.117,5.5,5.432,482.35,525.03,497.26,504.86,67.76,67.6,65.91,70.56,115.304,100.614,110.916,114.271,467.566,423.415,458.606,464.085,786.29,816.73,801.91,826.58,715.07,629.89,699.06,708.74,370.59,369.49,344.89,347.64,1.191,2.234,1.204,2.15
48.66,41.63,43.06,56.65,2.151,3.098,2.277,2.581,4.55,4.375,4.608,4.514,5.356,5.112,5.29,5.45,466.99,530.85,477.76,497.61,64.38,68.91,66.42,64.98,115.023,101.474,113.185,113.248,460.244,438.058,462.054,459.384,750.67,842.09,795.32,763.8,706.78,659.39,705.31,701.59,345.91,372.57,351.1,350.2,1.235,2.225,1.273,2.11
45.49,38.56,46.67,42.25,2.162,2.988,2.253,2.65,4.504,4.456,4.53,4.846,5.318,5.22,5.256,5.5,449.9,543.57,482.35,497.26,60.47,74.54,67.76,65.91,113.126,108.901,115.304,110.916,451.488,458.513,467.566,458.606,735.68,885.23,786.29,801.91,688.33,701.25,715.07,699.06,336.6,399.75,370.59,344.89,1.295,2.221,1.191,1.204
50.93,43.27,48.66,43.06,2.051,2.65,2.151,2.277,4.608,4.398,4.55,4.608,5.381,5.432,5.356,5.29,447.62,504.86,466.99,477.76,56.3,70.56,64.38,66.42,109.495,114.271,115.023,113.185,441.23,464.085,460.244,462.054,663.69,826.58,750.67,795.32,670.65,708.74,706.78,705.31,322.51,347.64,345.91,351.1,1.374,2.15,1.235,1.273
44.37,56.65,45.49,46.67,2.174,2.581,2.162,2.253,4.494,4.514,4.504,4.53,5.489,5.45,5.318,5.256,431.71,497.61,449.9,482.35,58.03,64.98,60.47,67.76,103.007,113.248,113.126,115.304,433.531,459.384,451.488,467.566,686.31,763.8,735.68,786.29,658.13,701.59,688.33,715.07,314.65,350.2,336.6,370.59,1.261,2.11,1.295,1.191
40.8,42.25,50.93,48.66,2.131,2.65,2.051,2.151,4.524,4.846,4.608,4.55,5.593,5.5,5.381,5.356,469.62,497.26,447.62,466.99,60.12,65.91,56.3,64.38,105.373,110.916,109.495,115.023,447.894,458.606,441.23,460.244,740.72,801.91,663.69,750.67,681.03,699.06,670.65,706.78,343.84,344.89,322.51,345.91,0.855,1.204,1.374,1.235
42.93,43.06,44.37,45.49,2.037,2.277,2.174,2.162,4.45,4.608,4.494,4.504,5.422,5.29,5.489,5.318,503.14,477.76,431.71,449.9,62.22,66.42,58.03,60.47,108.068,113.185,103.007,113.126,459.672,462.054,433.531,451.488,767.59,795.32,686.31,735.68,695.35,705.31,658.13,688.33,367.98,351.1,314.65,336.6,0.92,1.273,1.261,1.295
44.14,46.67,40.8,50.93,1.953,2.253,2.131,2.051,4.394,4.53,4.524,4.608,5.357,5.256,5.593,5.381,477.91,482.35,469.62,447.62,61.66,67.76,60.12,56.3,112.622,115.304,105.373,109.495,465.457,467.566,447.894,441.23,759.24,786.29,740.72,663.69,704.77,715.07,681.03,670.65,378.19,370.59,343.84,322.51,0.972,1.191,0.855,1.374
40.39,48.66,42.93,44.37,2.082,2.151,2.037,2.174,4.443,4.55,4.45,4.494,5.365,5.356,5.422,5.489,518.18,466.99,503.14,431.71,64.0,64.38,62.22,58.03,114.997,115.023,108.068,103.007,475.698,460.244,459.672,433.531,776.17,750.67,767.59,686.31,718.11,706.78,695.35,658.13,411.87,345.91,367.98,314.65,0.826,1.235,0.92,1.261
37.67,45.49,44.14,40.8,1.968,2.162,1.953,2.131,4.392,4.504,4.394,4.524,5.337,5.318,5.357,5.593,524.89,449.9,477.91,469.62,66.57,60.47,61.66,60.12,116.278,113.126,112.622,105.373,485.806,451.488,465.457,447.894,800.54,735.68,759.24,740.72,736.7,688.33,704.77,681.03,430.12,336.6,378.19,343.84,0.958,1.295,0.972,0.855
37.14,50.93,40.39,42.93,1.942,2.051,2.082,2.037,4.337,4.608,4.443,4.45,5.29,5.381,5.365,5.422,516.6,447.62,518.18,503.14,66.34,56.3,64.0,62.22,120.942,109.495,114.997,108.068,494.473,441.23,475.698,459.672,808.68,663.69,776.17,767.59,750.65,670.65,718.11,695.35,427.22,322.51,411.87,367.98,0.964,1.374,0.826,0.92
37.95,44.37,37.67,44.14,1.856,2.174,1.968,1.953,4.294,4.494,4.392,4.394,5.147,5.489,5.337,5.357,504.84,431.71,524.89,477.91,67.58,58.03,66.57,61.66,122.01,103.007,116.278,112.622,503.656,433.531,485.806,465.457,813.49,686.31,800.54,759.24,768.05,658.13,736.7,704.77,429.1,314.65,430.12,378.19,0.699,1.261,0.958,0.972
33.36,40.8,37.14,40.39,1.799,2.131,1.942,2.082,4.195,4.524,4.337,4.443,5.103,5.593,5.29,5.365,528.6,469.62,516.6,518.18,71.57,60.12,66.34,64.0,127.611,105.373,120.942,114.997,524.94,447.894,494.473,475.698,859.96,740.72,808.68,776.17,803.3,681.03,750.65,718.11,475.68,343.84,427.22,411.87,0.588,0.855,0.964,0.826
31.8,42.93,37.95,37.67,1.67,2.037,1.856,1.968,4.318,4.45,4.294,4.392,5.248,5.422,5.147,5.337,552.28,503.14,504.84,524.89,71.97,62.22,67.58,66.57,133.488,108.068,122.01,116.278,541.506,459.672,503.656,485.806,863.34,767.59,813.49,800.54,822.68,695.35,768.05,736.7,476.64,367.98,429.1,430.12,0.512,0.92,0.699,0.958
28.8,44.14,33.36,37.14,1.609,1.953,1.799,1.942,4.318,4.394,4.195,4.337,5.348,5.357,5.103,5.29,547.53,477.91,528.6,516.6,73.57,61.66,71.57,66.34,136.541,112.622,127.611,120.942,541.432,465.457,524.94,494.473,863.31,759.24,859.96,808.68,820.09,704.77,803.3,750.65,557.61,378.19,475.68,427.22,0.728,0.972,0.588,0.964
30.62,40.39,31.8,37.95,1.733,2.082,1.67,1.856,4.448,4.443,4.318,4.294,5.387,5.365,5.248,5.147,548.12,518.18,552.28,504.84,72.95,64.0,71.97,67.58,140.241,114.997,133.488,122.01,552.738,475.698,541.506,503.656,865.69,776.17,863.34,813.49,833.76,718.11,822.68,768.05,537.43,411.87,476.64,429.1,1.082,0.826,0.512,0.699
29.63,37.67,28.8,33.36,1.656,1.968,1.609,1.799,4.509,4.392,4.318,4.195,5.453,5.337,5.348,5.103,567.71,524.89,547.53,528.6,74.82,66.57,73.57,71.57,145.528,116.278,136.541,127.611,568.867,485.806,541.432,524.94,898.91,800.54,863.31,859.96,856.16,736.7,820.09,803.3,584.85,430.12,557.61,475.68,0.831,0.958,0.728,0.588
28.27,37.14,30.62,31.8,1.924,1.942,1.733,1.67,4.688,4.337,4.448,4.318,5.452,5.29,5.387,5.248,569.78,516.6,548.12,552.28,73.41,66.34,72.95,71.97,147.998,120.942,140.241,133.488,574.867,494.473,552.738,541.506,896.44,808.68,865.69,863.34,868.26,750.65,833.76,822.68,594.55,427.22,537.43,476.64,0.55,0.964,1.082,0.512
32.68,37.95,29.63,28.8,1.814,1.856,1.656,1.609,4.623,4.294,4.509,4.318,5.504,5.147,5.453,5.348,566.32,504.84,567.71,547.53,72.81,67.58,74.82,73.57,150.807,122.01,145.528,136.541,580.588,503.656,568.867,541.432,867.36,813.49,898.91,863.31,877.16,768.05,856.16,820.09,591.27,429.1,584.85,557.61,0.837,0.699,0.831,0.728
30.58,33.36,28.27,30.62,1.645,1.799,1.924,1.733,4.612,4.195,4.688,4.448,5.54,5.103,5.452,5.387,556.68,528.6,569.78,548.12,70.32,71.57,73.41,72.95,148.487,127.611,147.998,140.241,571.455,524.94,574.867,552.738,851.07,859.96,896.44,865.69,860.52,803.3,868.26,833.76,562.11,475.68,594.55,537.43,0.793,0.588,0.55,1.082
26.35,31.8,32.68,29.63,1.57,1.67,1.814,1.656,4.434,4.318,4.623,4.509,5.363,5.248,5.504,5.453,573.96,552.28,566.32,567.71,71.77,71.97,72.81,74.82,150.307,133.488,150.807,145.528,576.879,541.506,580.588,568.867,874.74,863.34,867.36,898.91,867.39,822.68,877.16,856.16,568.95,476.64,591.27,584.85,0.388,0.512,0.837,0.831
30.85,28.8,30.58,28.27,1.732,1.609,1.645,1.924,4.425,4.318,4.612,4.688,5.371,5.348,5.54,5.452,560.21,547.53,556.68,569.78,69.79,73.57,70.32,73.41,151.226,136.541,148.487,147.998,579.095,541.432,571.455,574.867,837.59,863.31,851.07,896.44,870.75,820.09,860.52,868.26,555.73,557.61,562.11,594.55,0.328,0.728,0.793,0.55
25.02,30.62,26.35,32.68,1.769,1.733,1.57,1.814,4.467,4.448,4.434,4.623,5.393,5.387,5.363,5.504,536.56,548.12,573.96,566.32,70.95,72.95,71.77,72.81,152.831,140.241,150.307,150.807,578.378,552.738,576.879,580.588,861.26,865.69,874.74,867.36,867.61,833.76,867.39,877.16,547.25,537.43,568.95,591.27,0.34,1.082,0.388,0.837
23.87,29.63,30.85,30.58,1.616,1.656,1.732,1.645,4.318,4.509,4.425,4.612,5.344,5.453,5.371,5.54,557.43,567.71,560.21,556.68,74.94,74.82,69.79,70.32,155.894,145.528,151.226,148.487,590.764,568.867,579.095,571.455,908.33,898.91,837.59,851.07,884.85,856.16,870.75,860.52,596.91,584.85,555.73,562.11,0.356,0.831,0.328,0.793
25.01,28.27,25.02,26.35,1.659,1.924,1.769,1.57,4.283,4.688,4.467,4.434,5.247,5.452,5.393,5.363,576.12,569.78,536.56,573.96,76.24,73.41,70.95,71.77,160.576,147.998,152.831,150.307,603.935,574.867,578.378,576.879,932.43,896.44,861.26,874.74,906.55,868.26,867.61,867.39,607.32,594.55,547.25,568.95,0.346,0.55,0.34,0.388
24.89,32.68,23.87,30.85,1.761,1.814,1.616,1.732,4.163,4.623,4.318,4.425,5.103,5.504,5.344,5.371,595.43,566.32,557.43,560.21,79.34,72.81,74.94,69.79,164.858,150.807,155.894,151.226,619.947,580.588,590.764,579.095,956.91,867.36,908.33,837.59,929.0,877.16,884.85,870.75,626.02,591.27,596.91,555.73,0.358,0.837,0.356,0.328
25.99,30.58,25.01,25.02,1.835,1.645,1.659,1.769,4.188,4.612,4.283,4.467,5.042,5.54,5.247,5.393,604.57,556.68,576.12,536.56,78.76,70.32,76.24,70.95,167.702,148.487,160.576,152.831,626.585,571.455,603.935,578.378,945.92,851.07,932.43,861.26,940.72,860.52,906.55,867.61,599.4,562.11,607.32,547.25,0.341,0.793,0.346,0.34
26.18,26.35,24.89,23.87,1.734,1.57,1.761,1.616,4.113,4.434,4.163,4.318,5.0,5.363,5.103,5.344,588.36,573.96,595.43,557.43,79.03,71.77,79.34,74.94,167.352,150.307,164.858,155.894,620.332,576.879,619.947,590.764,941.45,874.74,956.91,908.33,927.81,867.39,929.0,884.85,594.59,568.95,626.02,596.91,0.338,0.388,0.358,0.356
24.92,30.85,25.99,25.01,1.659,1.732,1.835,1.659,4.062,4.425,4.188,4.283,5.001,5.371,5.042,5.247,598.15,560.21,604.57,576.12,82.73,69.79,78.76,76.24,166.198,151.226,167.702,160.576,625.566,579.095,626.585,603.935,977.1,837.59,945.92,932.43,933.13,870.75,940.72,906.55,622.42,555.73,599.4,607.32,0.34,0.328,0.341,0.346
29.15,25.02,26.18,24.89,1.632,1.769,1.734,1.761,4.09,4.467,4.113,4.163,4.991,5.393,5.0,5.103,599.69,536.56,588.36,595.43,80.6,70.95,79.03,79.34,167.933,152.831,167.352,164.858,628.227,578.378,620.332,619.947,948.97,861.26,941.45,956.91,937.31,867.61,927.81,929.0,616.73,547.25,594.59,626.02,0.334,0.34,0.338,0.358
25.62,23.87,24.92,25.99,1.495,1.616,1.659,1.835,4.161,4.318,4.062,4.188,5.132,5.344,5.001,5.042,586.3,557.43,598.15,604.57,82.72,74.94,82.73,78.76,169.941,155.894,166.198,167.702,634.022,590.764,625.566,626.585,975.68,908.33,977.1,945.92,942.46,884.85,933.13,940.72,641.48,596.91,622.42,599.4,0.333,0.356,0.34,0.341
23.42,25.01,29.15,26.18,1.469,1.659,1.632,1.734,4.06,4.283,4.09,4.113,4.969,5.247,4.991,5.0,577.48,576.12,599.69,588.36,83.89,76.24,80.6,79.03,174.804,160.576,167.933,167.352,651.102,603.935,628.227,620.332,1001.69,932.43,948.97,941.45,968.19,906.55,937.31,927.81,654.81,607.32,616.73,594.59,0.34,0.346,0.334,0.338
23.08,24.89,25.62,24.92,1.479,1.761,1.495,1.659,4.101,4.163,4.161,4.062,4.975,5.103,5.132,5.001,583.25,595.43,586.3,598.15,84.91,79.34,82.72,82.73,178.301,164.858,169.941,166.198,664.822,619.947,634.022,625.566,1019.71,956.91,975.68,977.1,985.02,929.0,942.46,933.13,669.35,626.02,641.48,622.42,0.366,0.358,0.333,0.34
25.19,25.99,23.42,29.15,1.504,1.835,1.469,1.632,3.998,4.188,4.06,4.09,4.808,5.042,4.969,4.991,559.76,604.57,577.48,599.69,84.69,78.76,83.89,80.6,180.526,167.702,174.804,167.933,667.339,626.585,651.102,628.227,1009.12,945.92,1001.69,948.97,992.33,940.72,968.19,937.31,669.9,599.4,654.81,616.73,0.342,0.341,0.34,0.334
25.7,26.18,23.08,25.62,1.478,1.734,1.479,1.495,4.062,4.113,4.101,4.161,4.808,5.0,4.975,5.132,540.29,588.36,583.25,586.3,83.83,79.03,84.91,82.72,179.684,167.352,178.301,169.941,669.865,620.332,664.822,634.022,1003.53,941.45,1019.71,975.68,991.03,927.81,985.02,942.46,675.54,594.59,669.35,641.48,0.361,0.338,0.366,0.333
22.99,24.92,25.19,23.42,1.529,1.659,1.504,1.469,4.078,4.062,3.998,4.06,4.901,5.001,4.808,4.969,559.57,598.15,559.76,577.48,84.07,82.73,84.69,83.89,181.199,166.198,180.526,174.804,675.05,625.566,667.339,651.102,1021.42,977.1,1009.12,1001.69,996.02,933.13,992.33,968.19,680.95,622.42,669.9,654.81,0.333,0.34,0.342,0.34
20.9,29.15,25.7,23.08,1.592,1.632,1.478,1.479,4.09,4.09,4.062,4.101,4.915,4.991,4.808,4.975,567.53,599.69,540.29,583.25,86.29,80.6,83.83,84.91,184.539,167.933,179.684,178.301,682.475,628.227,669.865,664.822,1038.48,948.97,1003.53,1019.71,1007.39,937.31,991.03,985.02,690.68,616.73,675.54,669.35,0.343,0.334,0.361,0.366
24.83,25.62,22.99,25.19,1.536,1.495,1.529,1.504,4.096,4.161,4.078,3.998,4.955,5.132,4.901,4.808,556.08,586.3,559.57,559.76,84.36,82.72,84.07,84.69,185.516,169.941,181.199,180.526,683.564,634.022,675.05,667.339,1011.66,975.68,1021.42,1009.12,1012.44,942.46,996.02,992.33,654.9,641.48,680.95,669.9,0.343,0.333,0.333,0.342
28.81,23.42,20.9,25.7,1.534,1.469,1.592,1.478,4.083,4.06,4.09,4.062,4.959,4.969,4.915,4.808,545.49,577.48,567.53,540.29,81.81,83.89,86.29,83.83,185.983,174.804,184.539,179.684,678.842,651.102,682.475,669.865,994.72,1001.69,1038.48,1003.53,1006.85,968.19,1007.39,991.03,614.12,654.81,690.68,675.54,0.397,0.34,0.343,0.361
22.84,23.08,24.83,22.99,1.47,1.479,1.536,1.529,4.042,4.101,4.096,4.078,4.908,4.975,4.955,4.901,541.56,583.25,556.08,559.57,85.35,84.91,84.36,84.07,187.515,178.301,185.516,181.199,685.141,664.822,683.564,675.05,1039.61,1019.71,1011.66,1021.42,1013.34,985.02,1012.44,996.02,661.52,669.35,654.9,680.95,0.326,0.366,0.343,0.333
22.41,25.19,28.81,20.9,1.428,1.504,1.534,1.592,4.023,3.998,4.083,4.09,4.847,4.808,4.959,4.915,534.73,559.76,545.49,567.53,87.07,84.69,81.81,86.29,188.741,180.526,185.983,184.539,687.451,667.339,678.842,682.475,1056.07,1009.12,994.72,1038.48,1017.56,992.33,1006.85,1007.39,688.24,669.9,614.12,690.68,0.356,0.342,0.397,0.343
20.47,25.7,22.84,24.83,1.52,1.478,1.47,1.536,4.047,4.062,4.042,4.096,4.867,4.808,4.908,4.955,516.95,540.29,541.56,556.08,85.87,83.83,85.35,84.36,187.953,179.684,187.515,185.516,689.645,669.865,685.141,683.564,1050.73,1003.53,1039.61,1011.66,1019.69,991.03,1013.34,1012.44,692.69,675.54,661.52,654.9,0.35,0.361,0.326,0.343
21.92,22.99,22.41,28.81,1.523,1.529,1.428,1.534,3.987,4.078,4.023,4.083,4.839,4.901,4.847,4.959,534.27,559.57,534.73,545.49,85.41,84.07,87.07,81.81,186.515,181.199,188.741,185.983,689.842,675.05,687.451,678.842,1054.09,1021.42,1056.07,994.72,1020.3,996.02,1017.56,1006.85,696.14,680.95,688.24,614.12,0.342,0.333,0.356,0.397
23.69,20.9,20.47,22.84,1.523,1.592,1.52,1.47,3.968,4.09,4.047,4.042,4.808,4.915,4.867,4.908,560.83,567.53,516.95,541.56,84.81,86.29,85.87,85.35,188.084,184.539,187.953,187.515,692.094,682.475,689.645,685.141,1037.81,1038.48,1050.73,1039.61,1029.9,1007.39,1019.69,1013.34,699.33,690.68,692.69,661.52,0.339,0.343,0.35,0.326
21.49,24.83,21.92,22.41,1.55,1.536,1.523,1.428,4.035,4.096,3.987,4.023,4.858,4.955,4.839,4.847,553.15,556.08,534.27,534.73,85.96,84.36,85.41,87.07,189.019,185.516,186.515,188.741,696.266,683.564,689.842,687.451,1053.66,1011.66,1054.09,1056.07,1039.56,1012.44,1020.3,1017.56,683.96,654.9,696.14,688.24,0.353,0.343,0.342,0.356
19.54,28.81,23.69,20.47,1.45,1.534,1.523,1.52,4.027,4.083,3.968,4.047,4.788,4.959,4.808,4.867,565.45,545.49,560.83,516.95,87.36,81.81,84.81,85.87,190.465,185.983,188.084,187.953,697.702,678.842,692.094,689.645,1063.74,994.72,1037.81,1050.73,1046.41,1006.85,1029.9,1019.69,678.96,614.12,699.33,692.69,0.343,0.397,0.339,0.35
20.01,22.84,21.49,21.92,1.525,1.47,1.55,1.523,4.103,4.042,4.035,3.987,4.825,4.908,4.858,4.839,574.35,541.56,553.15,534.27,88.37,85.35,85.96,85.41,190.373,187.515,189.019,186.515,701.017,685.141,696.266,689.842,1071.7,1039.61,1053.66,1054.09,1050.28,1013.34,1039.56,1020.3,705.57,661.52,683.96,696.14,0.302,0.326,0.353,0.342
19.35,22.41,19.54,23.69,1.51,1.428,1.45,1.523,4.101,4.023,4.027,3.968,4.822,4.847,4.788,4.808,577.0,534.73,565.45,560.83,89.54,87.07,87.36,84.81,193.291,188.741,190.465,188.084,708.543,687.451,697.702,692.094,1081.73,1056.07,1063.74,1037.81,1061.52,1017.56,1046.41,1029.9,718.61,688.24,678.96,699.33,0.41,0.356,0.343,0.339
18.25,20.47,20.01,21.49,1.644,1.52,1.525,1.55,4.055,4.047,4.103,4.035,4.894,4.867,4.825,4.858,599.34,516.95,574.35,553.15,89.06,85.87,88.37,85.96,198.823,187.953,190.373,189.019,720.6,689.645,701.017,696.266,1081.4,1050.73,1071.7,1053.66,1075.25,1019.69,1050.28,1039.56,710.61,692.69,705.57,683.96,0.347,0.35,0.302,0.353
17.58,21.92,19.35,19.54,1.659,1.523,1.51,1.45,4.063,3.987,4.101,4.027,4.874,4.839,4.822,4.788,596.12,534.27,577.0,565.45,90.39,85.41,89.54,87.36,199.744,186.515,193.291,190.465,718.424,689.842,708.543,697.702,1095.0,1054.09,1081.73,1063.74,1074.52,1020.3,1061.52,1046.41,713.82,696.14,718.61,678.96,0.316,0.342,0.41,0.343
