VIX,VIX_lag_7,VIX_lag_2,VIX_lag_4,GTITL2YR,GTITL2YR_lag_7,GTITL2YR_lag_2,GTITL2YR_lag_4,GTITL10YR,GTITL10YR_lag_7,GTITL10YR_lag_2,GTITL10YR_lag_4,GTITL30YR,GTITL30YR_lag_7,GTITL30YR_lag_2,GTITL30YR_lag_4,MXJP,MXJP_lag_7,MXJP_lag_2,MXJP_lag_4,MXEU,MXEU_lag_7,MXEU_lag_2,MXEU_lag_4,LP01TREU,LP01TREU_lag_7,LP01TREU_lag_2,LP01TREU_lag_4,LG30TRUU,LG30TRUU_lag_7,LG30TRUU_lag_2,LG30TRUU_lag_4,MXUS,MXUS_lag_7,MXUS_lag_2,MXUS_lag_4,LF98TRUU,LF98TRUU_lag_7,LF98TRUU_lag_2,LF98TRUU_lag_4,MXIN,MXIN_lag_7,MXIN_lag_2,MXIN_lag_4,EONIA,EONIA_lag_7,EONIA_lag_2,EONIA_lag_4
20.67,17.34,16.6,15.9,2.2,2.548,2.229,2.384,4.13,4.336,4.141,4.319,4.933,5.15,4.936,5.097,684.69,637.77,692.0,640.52,82.11,83.54,86.58,85.43,124.676,122.109,124.23,123.425,447.494,442.986,448.726,443.918,1025.84,1067.12,1069.69,1068.46,706.62,702.56,710.3,701.47,222.75,233.53,241.23,237.67,2.0,2.06,1.84,2.04
16.28,15.94,20.34,14.86,2.178,2.478,2.261,2.391,4.194,4.37,4.166,4.307,5.007,5.111,4.965,5.082,709.56,626.61,678.69,681.79,84.05,84.74,83.14,87.32,124.726,122.279,124.059,123.833,447.305,442.936,447.026,443.675,1056.66,1075.46,1042.2,1077.86,708.35,701.2,707.17,705.25,227.89,248.58,227.32,240.59,2.05,2.02,2.02,2.06
15.32,15.4,20.67,16.6,2.357,2.387,2.2,2.229,4.319,4.311,4.13,4.141,5.089,5.07,4.933,4.936,729.24,643.85,684.69,692.0,86.38,85.6,82.11,86.58,125.31,123.01,124.676,124.23,446.291,446.469,447.494,448.726,1075.95,1085.54,1025.84,1069.69,707.1,705.46,706.62,710.3,240.15,251.62,222.75,241.23,2.02,2.02,2.0,1.84
17.26,15.9,16.28,20.34,2.414,2.384,2.178,2.261,4.382,4.319,4.194,4.166,5.14,5.097,5.007,4.965,731.56,640.52,709.56,678.69,87.39,85.43,84.05,83.14,125.627,123.425,124.726,124.059,445.338,443.918,447.305,447.026,1058.42,1068.46,1056.66,1042.2,707.62,701.47,708.35,707.17,243.62,237.67,227.89,227.32,2.04,2.04,2.05,2.02
16.67,14.86,15.32,20.67,2.428,2.391,2.357,2.2,4.381,4.307,4.319,4.13,5.124,5.082,5.089,4.933,725.53,681.79,729.24,684.69,87.33,87.32,86.38,82.11,125.601,123.833,125.31,124.676,443.009,443.675,446.291,447.494,1048.06,1077.86,1075.95,1025.84,706.43,705.25,707.1,706.62,239.16,240.59,240.15,222.75,2.03,2.06,2.02,2.0
15.07,16.6,17.26,16.28,2.5,2.229,2.414,2.178,4.419,4.141,4.382,4.194,5.136,4.936,5.14,5.007,726.6,692.0,731.56,709.56,87.62,86.58,87.39,84.05,125.746,124.23,125.627,124.726,442.491,448.726,445.338,447.305,1067.48,1069.69,1058.42,1056.66,707.17,710.3,707.62,708.35,235.38,241.23,243.62,227.89,2.02,1.84,2.04,2.05
16.55,20.34,16.67,15.32,2.478,2.261,2.428,2.357,4.388,4.166,4.381,4.319,5.137,4.965,5.124,5.089,712.49,678.69,725.53,729.24,85.69,83.14,87.33,86.38,125.538,124.059,125.601,125.31,437.697,447.026,443.009,446.291,1050.08,1042.2,1048.06,1075.95,700.61,707.17,706.43,707.1,232.35,227.32,239.16,240.15,2.06,2.02,2.03,2.02
18.57,20.67,15.07,17.26,2.754,2.2,2.5,2.414,4.518,4.13,4.419,4.382,5.245,4.933,5.136,5.14,660.87,684.69,726.6,731.56,83.68,82.11,87.62,87.39,123.652,124.676,125.746,125.627,426.896,447.494,442.491,445.338,1027.51,1025.84,1067.48,1058.42,686.83,706.62,707.17,707.62,219.98,222.75,235.38,243.62,1.83,2.0,2.02,2.04
19.33,16.28,16.55,16.67,2.726,2.178,2.478,2.428,4.517,4.194,4.388,4.381,5.245,5.007,5.137,5.124,655.23,709.56,712.49,725.53,82.55,84.05,85.69,87.33,121.909,124.726,125.538,125.601,426.94,447.305,437.697,443.009,1023.22,1056.66,1050.08,1048.06,682.72,708.35,700.61,706.43,200.52,227.89,232.35,239.16,2.03,2.05,2.06,2.03
15.96,15.32,18.57,15.07,2.744,2.357,2.754,2.5,4.545,4.319,4.518,4.419,5.257,5.089,5.245,5.136,674.51,729.24,660.87,726.6,83.23,86.38,83.68,87.62,123.179,125.31,123.652,125.746,430.964,446.291,426.896,442.491,1043.83,1075.95,1027.51,1067.48,688.46,707.1,686.83,707.17,211.54,240.15,219.98,235.38,2.03,2.02,1.83,2.02
16.3,17.26,19.33,16.55,2.767,2.414,2.726,2.478,4.559,4.382,4.517,4.388,5.271,5.14,5.245,5.137,689.82,731.56,655.23,712.49,83.65,87.39,82.55,85.69,123.92,125.627,121.909,125.538,433.112,445.338,426.94,437.697,1051.11,1058.42,1023.22,1050.08,691.87,707.62,682.72,700.61,201.92,243.62,200.52,232.35,2.04,2.04,2.03,2.06
15.01,16.67,15.96,18.57,2.78,2.428,2.744,2.754,4.549,4.381,4.545,4.518,5.245,5.124,5.257,5.245,699.76,725.53,674.51,660.87,85.7,87.33,83.23,83.68,124.136,125.601,123.179,123.652,435.755,443.009,430.964,426.896,1069.87,1048.06,1043.83,1027.51,694.2,706.43,688.46,686.83,206.99,239.16,211.54,219.98,2.12,2.03,2.03,1.83
15.05,15.07,16.3,19.33,2.836,2.5,2.767,2.726,4.521,4.419,4.559,4.517,5.176,5.136,5.271,5.245,693.8,726.6,689.82,655.23,85.17,87.62,83.65,82.55,124.929,125.746,123.92,121.909,435.004,442.491,433.112,426.94,1060.28,1067.48,1051.11,1023.22,695.04,707.17,691.87,682.72,201.84,235.38,201.92,200.52,2.03,2.02,2.04,2.03
14.31,16.55,15.01,15.96,2.861,2.478,2.78,2.744,4.541,4.388,4.549,4.545,5.21,5.137,5.245,5.257,700.37,712.49,699.76,674.51,85.25,85.69,85.7,83.23,125.435,125.538,124.136,123.179,438.579,437.697,435.755,430.964,1062.58,1050.08,1069.87,1043.83,699.93,700.61,694.2,688.46,199.45,232.35,206.99,211.54,2.03,2.06,2.12,2.03
15.47,18.57,15.05,16.3,2.849,2.754,2.836,2.767,4.556,4.518,4.521,4.559,5.213,5.245,5.176,5.271,715.1,660.87,693.8,689.82,86.06,83.68,85.17,83.65,125.698,123.652,124.929,123.92,439.291,426.896,435.004,433.112,1064.38,1027.51,1060.28,1051.11,701.55,686.83,695.04,691.87,203.67,219.98,201.84,201.92,2.04,1.83,2.03,2.04
16.25,19.33,14.31,15.01,2.694,2.726,2.861,2.78,4.45,4.517,4.541,4.549,5.139,5.245,5.21,5.245,693.06,655.23,700.37,699.76,84.19,82.55,85.25,85.7,126.325,121.909,125.435,124.136,444.288,426.94,438.579,435.755,1045.63,1023.22,1062.58,1069.87,706.32,682.72,699.93,694.2,206.82,200.52,199.45,206.99,2.04,2.03,2.03,2.12
14.46,15.96,15.47,15.05,2.715,2.744,2.849,2.836,4.46,4.545,4.556,4.521,5.154,5.257,5.213,5.176,702.54,674.51,715.1,693.8,84.0,83.23,86.06,85.17,126.572,123.179,125.698,124.929,446.713,430.964,439.291,435.004,1044.57,1043.83,1064.38,1060.28,710.65,688.46,701.55,695.04,205.17,211.54,203.67,201.84,2.04,2.03,2.04,2.03
14.17,16.3,16.25,14.31,2.642,2.767,2.694,2.861,4.41,4.559,4.45,4.541,5.121,5.271,5.139,5.21,687.37,689.82,693.06,700.37,82.92,83.65,84.19,85.25,127.16,123.92,126.325,125.435,450.604,433.112,444.288,438.579,1038.72,1051.11,1045.63,1062.58,715.43,691.87,706.32,699.93,207.89,201.92,206.82,199.45,2.04,2.04,2.04,2.03
16.55,15.01,14.46,15.47,2.774,2.78,2.715,2.849,4.48,4.549,4.46,4.556,5.137,5.245,5.154,5.213,672.4,699.76,702.54,715.1,82.58,85.7,84.0,86.06,127.329,124.136,126.572,125.698,446.013,435.755,446.713,439.291,1024.48,1069.87,1044.57,1064.38,710.91,694.2,710.65,701.55,212.87,206.99,205.17,203.67,2.04,2.12,2.04,2.04
16.03,15.05,14.17,16.25,2.658,2.836,2.642,2.694,4.372,4.521,4.41,4.45,5.06,5.176,5.121,5.139,681.37,693.8,687.37,693.06,84.08,85.17,82.92,84.19,127.862,124.929,127.16,126.325,448.562,435.004,450.604,444.288,1029.58,1060.28,1038.72,1045.63,712.87,695.04,715.43,706.32,217.51,201.84,207.89,206.82,2.08,2.03,2.04,2.04
17.47,14.31,16.55,14.46,2.525,2.861,2.774,2.715,4.247,4.541,4.48,4.46,4.973,5.21,5.137,5.154,666.81,700.37,672.4,702.54,81.43,85.25,82.58,84.0,128.102,125.435,127.329,126.572,452.448,438.579,446.013,446.713,1010.45,1062.58,1024.48,1044.57,715.27,699.93,710.91,710.65,219.11,199.45,212.87,205.17,1.93,2.03,2.04,2.04
17.02,15.47,16.03,14.17,2.519,2.849,2.658,2.642,4.253,4.556,4.372,4.41,4.983,5.213,5.06,5.121,657.2,715.1,681.37,687.37,81.26,86.06,84.08,82.92,128.159,125.698,127.862,127.16,454.436,439.291,448.562,450.604,1012.78,1064.38,1029.58,1038.72,717.01,701.55,712.87,715.43,212.7,203.67,217.51,207.89,2.04,2.04,2.08,2.04
15.33,16.25,17.47,16.55,2.572,2.694,2.525,2.774,4.299,4.45,4.247,4.48,5.017,5.139,4.973,5.137,673.43,693.06,666.81,672.4,82.27,84.19,81.43,82.58,128.469,126.325,128.102,127.329,456.321,444.288,452.448,446.013,1026.72,1045.63,1010.45,1024.48,721.34,706.32,715.27,710.91,211.23,206.82,219.11,212.87,2.04,2.04,1.93,2.04
15.29,14.46,17.02,16.03,2.482,2.715,2.519,2.658,4.204,4.46,4.253,4.372,4.936,5.154,4.983,5.06,682.06,702.54,657.2,681.37,82.91,84.0,81.26,84.08,129.243,126.572,128.159,127.862,459.128,446.713,454.436,448.562,1034.65,1044.57,1012.78,1029.58,725.15,710.65,717.01,712.87,216.34,205.17,212.7,217.51,2.04,2.04,2.04,2.08
14.07,14.17,15.33,17.47,2.685,2.642,2.572,2.525,4.322,4.41,4.299,4.247,5.015,5.121,5.017,4.973,690.35,687.37,673.43,666.81,84.67,82.92,82.27,81.43,129.461,127.16,128.469,128.102,459.881,450.604,456.321,452.448,1050.54,1038.72,1026.72,1010.45,726.8,715.43,721.34,715.27,220.03,207.89,211.23,219.11,2.01,2.04,2.04,1.93
13.56,16.55,15.29,17.02,2.611,2.774,2.482,2.519,4.226,4.48,4.204,4.253,4.94,5.137,4.936,4.983,688.79,672.4,682.06,657.2,84.84,82.58,82.91,81.26,130.066,127.329,129.243,128.159,464.267,446.013,459.128,454.436,1057.22,1024.48,1034.65,1012.78,733.29,710.91,725.15,717.01,225.92,212.87,216.34,212.7,2.04,2.04,2.04,2.04
13.66,16.03,14.07,15.33,2.599,2.658,2.685,2.572,4.18,4.372,4.322,4.299,4.893,5.06,5.015,5.017,673.61,681.37,690.35,673.43,85.64,84.08,84.67,82.27,130.589,127.862,129.461,128.469,466.758,448.562,459.881,456.321,1058.61,1029.58,1050.54,1026.72,735.69,712.87,726.8,721.34,232.45,217.51,220.03,211.23,2.04,2.08,2.01,2.04
13.83,17.47,13.56,15.29,2.559,2.525,2.611,2.482,4.12,4.247,4.226,4.204,4.825,4.973,4.94,4.936,659.34,666.81,688.79,682.06,84.6,81.43,84.84,82.91,131.022,128.102,130.066,129.243,467.118,452.448,464.267,459.128,1040.16,1010.45,1057.22,1034.65,736.6,715.27,733.29,725.15,226.65,219.11,225.92,216.34,2.04,1.93,2.04,2.04
13.95,17.02,13.66,14.07,2.562,2.519,2.599,2.685,4.169,4.253,4.18,4.322,4.876,4.983,4.893,5.015,690.2,657.2,673.61,690.35,86.73,81.26,85.64,84.67,131.028,128.159,130.589,129.461,468.6,454.436,466.758,459.881,1063.2,1012.78,1058.61,1050.54,737.42,717.01,735.69,726.8,239.72,212.7,232.45,220.03,2.05,2.04,2.04,2.01
15.05,15.33,13.83,13.56,2.461,2.572,2.559,2.611,4.079,4.299,4.12,4.226,4.822,5.017,4.825,4.94,682.16,673.43,659.34,688.79,85.48,82.27,84.6,84.84,131.722,128.469,131.022,130.066,471.669,456.321,467.118,464.267,1051.5,1026.72,1040.16,1057.22,741.2,721.34,736.6,733.29,236.19,211.23,226.65,225.92,2.33,2.04,2.04,2.04
15.13,15.29,13.95,13.66,2.42,2.482,2.562,2.599,4.074,4.204,4.169,4.18,4.837,4.936,4.876,4.893,671.35,682.06,690.2,673.61,85.54,82.91,86.73,85.64,131.517,129.243,131.028,130.589,471.757,459.128,468.6,466.758,1034.48,1034.65,1063.2,1058.61,741.2,725.15,737.42,735.69,239.55,216.34,239.72,232.45,2.06,2.04,2.05,2.04
16.39,14.07,15.05,13.83,2.38,2.685,2.461,2.559,3.989,4.322,4.079,4.12,4.773,5.015,4.822,4.825,650.53,690.35,682.16,659.34,83.94,84.67,85.48,84.6,131.643,129.461,131.722,131.022,475.145,459.881,471.669,467.118,1040.94,1050.54,1051.5,1040.16,745.87,726.8,741.2,736.6,236.32,220.03,236.19,226.65,2.05,2.01,2.33,2.04
16.18,13.56,15.13,13.95,2.453,2.611,2.42,2.562,4.068,4.226,4.074,4.169,4.813,4.94,4.837,4.876,665.18,688.79,671.35,690.2,86.76,84.84,85.54,86.73,132.391,130.066,131.517,131.028,478.587,464.267,471.757,468.6,1059.26,1057.22,1034.48,1063.2,751.89,733.29,741.2,737.42,240.62,225.92,239.55,239.72,2.09,2.04,2.06,2.05
13.61,13.66,16.39,15.05,2.447,2.599,2.38,2.461,4.013,4.18,3.989,4.079,4.746,4.893,4.773,4.822,668.92,673.61,650.53,682.16,87.16,85.64,83.94,85.48,133.005,130.589,131.643,131.722,481.309,466.758,475.145,471.669,1090.1,1058.61,1040.94,1051.5,755.3,735.69,745.87,741.2,248.16,232.45,236.32,236.19,2.12,2.04,2.05,2.33
13.21,13.83,16.18,15.13,2.408,2.559,2.453,2.42,3.891,4.12,4.068,4.074,4.627,4.825,4.813,4.837,681.57,659.34,665.18,671.35,87.77,84.6,86.76,85.54,133.628,131.022,132.391,131.517,483.428,467.118,478.587,471.757,1101.63,1040.16,1059.26,1034.48,756.7,736.6,751.89,741.2,250.85,226.65,240.62,239.55,2.08,2.04,2.09,2.06
12.67,13.95,13.61,16.39,2.388,2.562,2.447,2.38,3.89,4.169,4.013,3.989,4.625,4.876,4.746,4.773,662.3,690.2,668.92,650.53,87.51,86.73,87.16,83.94,134.169,131.028,133.005,131.643,486.034,468.6,481.309,475.145,1103.3,1063.2,1090.1,1040.94,759.22,737.42,755.3,745.87,251.65,239.72,248.16,236.32,2.07,2.05,2.12,2.05
13.24,15.05,13.21,16.18,2.347,2.461,2.408,2.453,3.88,4.079,3.891,4.068,4.615,4.822,4.627,4.813,668.44,682.16,681.57,665.18,87.41,85.48,87.77,86.76,134.848,131.722,133.628,132.391,485.938,471.669,483.428,478.587,1100.66,1051.5,1101.63,1059.26,758.0,741.2,756.7,751.89,261.06,236.19,250.85,240.62,2.08,2.33,2.08,2.09
13.67,15.13,12.67,13.61,2.28,2.42,2.388,2.447,3.828,4.074,3.89,4.013,4.523,4.837,4.625,4.746,664.89,671.35,662.3,668.92,88.47,85.54,87.51,87.16,135.681,131.517,134.169,133.005,489.915,471.757,486.034,481.309,1103.27,1034.48,1103.3,1090.1,761.95,741.2,759.22,755.3,263.23,239.55,251.65,248.16,1.82,2.06,2.07,2.12
12.73,16.39,13.24,13.21,2.305,2.38,2.347,2.408,3.743,3.989,3.88,3.891,4.409,4.773,4.615,4.627,670.24,650.53,668.44,681.57,88.76,83.94,87.41,87.77,135.816,131.643,134.848,133.628,491.381,475.145,485.938,483.428,1127.8,1040.94,1100.66,1101.63,765.78,745.87,758.0,756.7,263.44,236.32,261.06,250.85,2.09,2.05,2.08,2.08
11.55,16.18,13.67,12.67,2.404,2.453,2.28,2.388,3.769,4.068,3.828,3.89,4.399,4.813,4.523,4.625,679.42,665.18,664.89,662.3,88.55,86.76,88.47,87.51,136.12,132.391,135.681,134.169,493.595,478.587,489.915,486.034,1130.86,1059.26,1103.27,1103.3,767.79,751.89,761.95,759.22,268.63,240.62,263.23,251.65,2.08,2.09,1.82,2.07
12.0,13.61,12.73,13.24,2.433,2.447,2.305,2.347,3.824,4.013,3.743,3.88,4.476,4.746,4.409,4.615,694.52,668.92,670.24,668.44,89.03,87.16,88.76,87.41,135.989,133.005,135.816,134.848,494.777,481.309,491.381,485.938,1138.78,1090.1,1127.8,1100.66,768.45,755.3,765.78,758.0,271.68,248.16,263.44,261.06,2.08,2.12,2.09,2.08
13.98,13.21,11.55,13.67,2.431,2.408,2.404,2.28,3.8,3.891,3.769,3.828,4.452,4.627,4.399,4.523,702.25,681.57,679.42,664.89,89.89,87.77,88.55,88.47,136.309,133.628,136.12,135.681,494.468,483.428,493.595,489.915,1114.56,1101.63,1130.86,1103.27,770.68,756.7,767.79,761.95,275.27,250.85,268.63,263.23,2.21,2.08,2.08,1.82
13.19,12.67,12.0,12.73,2.372,2.388,2.433,2.305,3.733,3.89,3.824,3.743,4.373,4.625,4.476,4.409,702.31,662.3,694.52,670.24,89.61,87.51,89.03,88.76,136.517,134.169,135.989,135.816,491.396,486.034,494.777,491.381,1109.57,1103.3,1138.78,1127.8,766.35,759.22,768.45,765.78,258.42,251.65,271.68,263.44,2.08,2.07,2.08,2.09
12.47,13.24,13.98,11.55,2.34,2.347,2.431,2.404,3.673,3.88,3.8,3.769,4.263,4.615,4.452,4.399,692.25,668.44,702.25,679.42,90.15,87.41,89.89,88.55,136.678,134.848,136.309,136.12,490.693,485.938,494.468,493.595,1122.29,1100.66,1114.56,1130.86,765.51,758.0,770.68,767.79,255.71,261.06,275.27,268.63,1.97,2.08,2.21,2.08
14.06,13.67,13.19,12.0,2.328,2.28,2.372,2.433,3.676,3.828,3.733,3.824,4.253,4.523,4.373,4.476,685.84,664.89,702.31,694.52,90.39,88.47,89.61,89.03,137.034,135.681,136.517,135.989,491.813,489.915,491.396,494.777,1096.46,1103.27,1109.57,1138.78,765.75,761.95,766.35,768.45,254.15,263.23,258.42,271.68,2.08,1.82,2.08,2.08
12.03,12.73,12.47,13.98,2.328,2.305,2.34,2.431,3.653,3.743,3.673,3.8,4.214,4.409,4.263,4.452,690.82,670.24,692.25,702.25,91.8,88.76,90.15,89.89,137.601,135.816,136.678,136.309,494.146,491.381,490.693,494.468,1115.65,1127.8,1122.29,1114.56,769.7,765.78,765.51,770.68,270.16,263.44,255.71,275.27,2.08,2.09,1.97,2.21
11.6,11.55,14.06,13.19,2.357,2.404,2.328,2.372,3.58,3.769,3.676,3.733,4.059,4.399,4.253,4.373,694.76,679.42,685.84,702.31,93.53,88.55,90.39,89.61,138.373,136.12,137.034,136.517,497.555,493.595,491.813,491.396,1127.94,1130.86,1096.46,1109.57,776.71,767.79,765.75,766.35,270.23,268.63,254.15,258.42,2.04,2.08,2.08,2.08
11.27,12.0,12.03,12.47,2.347,2.433,2.328,2.34,3.635,3.824,3.653,3.673,4.159,4.476,4.214,4.263,704.8,694.52,690.82,692.25,94.66,89.03,91.8,90.15,139.201,135.989,137.601,136.678,499.534,494.777,494.146,490.693,1135.06,1138.78,1115.65,1122.29,777.79,768.45,769.7,765.51,275.81,271.68,270.16,255.71,2.07,2.08,2.08,1.97
13.14,13.98,11.6,14.06,2.383,2.431,2.357,2.328,3.811,3.8,3.58,3.676,4.361,4.452,4.059,4.253,702.72,702.25,694.76,685.84,93.54,89.89,93.53,90.39,139.026,136.309,138.373,137.034,500.319,494.468,497.555,491.813,1110.56,1114.56,1127.94,1096.46,778.0,770.68,776.71,765.75,271.66,275.27,270.23,254.15,2.06,2.21,2.04,2.08
12.04,13.19,11.27,12.03,2.381,2.372,2.347,2.328,3.851,3.733,3.635,3.653,4.408,4.373,4.159,4.214,711.22,702.31,704.8,690.82,94.42,89.61,94.66,91.8,139.759,136.517,139.201,137.601,501.275,491.396,499.534,494.146,1135.22,1109.57,1135.06,1115.65,779.06,766.35,777.79,769.7,273.61,258.42,275.81,270.16,2.06,2.08,2.07,2.08
12.4,12.47,13.14,11.6,2.319,2.34,2.383,2.357,3.823,3.673,3.811,3.58,4.405,4.263,4.361,4.059,720.3,692.25,702.72,694.76,94.41,90.15,93.54,93.53,139.968,136.678,139.026,138.373,504.321,490.693,500.319,497.555,1144.05,1122.29,1110.56,1127.94,781.53,765.51,778.0,776.71,282.69,255.71,271.66,270.23,2.02,1.97,2.06,2.04
13.15,14.06,12.04,11.27,2.322,2.328,2.381,2.347,3.821,3.676,3.851,3.635,4.416,4.253,4.408,4.159,716.8,685.84,711.22,704.8,93.89,90.39,94.42,94.66,139.489,137.034,139.759,139.201,499.48,491.813,501.275,499.534,1124.71,1096.46,1135.22,1135.06,776.31,765.75,779.06,777.79,278.0,254.15,273.61,275.81,2.06,2.08,2.06,2.07
14.27,12.03,12.4,13.14,2.566,2.328,2.319,2.383,3.82,3.653,3.823,3.811,4.386,4.214,4.405,4.361,721.12,690.82,720.3,702.72,92.79,91.8,94.41,93.54,137.568,137.601,139.968,139.026,492.139,494.146,504.321,500.319,1100.63,1115.65,1144.05,1110.56,765.05,769.7,781.53,778.0,269.62,270.16,282.69,271.66,2.06,2.08,2.02,2.06
14.49,11.6,13.15,12.04,2.603,2.357,2.322,2.381,3.841,3.58,3.821,3.851,4.399,4.059,4.416,4.408,706.05,694.76,716.8,711.22,93.29,93.53,93.89,94.42,137.875,138.373,139.489,139.759,487.127,497.555,499.48,501.275,1095.07,1127.94,1124.71,1135.22,759.65,776.71,776.31,779.06,261.99,270.23,278.0,273.61,2.07,2.04,2.06,2.06
13.68,11.27,14.27,12.4,2.486,2.347,2.566,2.319,3.741,3.635,3.82,3.823,4.327,4.159,4.386,4.405,715.34,704.8,721.12,720.3,93.79,94.66,92.79,94.41,137.271,139.201,137.568,139.968,487.356,499.534,492.139,504.321,1109.65,1135.06,1100.63,1144.05,758.81,777.79,765.05,781.53,269.88,275.81,269.62,282.69,2.07,2.07,2.06,2.02
11.3,13.14,14.49,13.15,2.424,2.383,2.603,2.322,3.687,3.811,3.841,3.821,4.33,4.361,4.399,4.416,708.85,702.72,706.05,716.8,94.07,93.54,93.29,93.89,138.073,139.026,137.875,139.489,490.286,500.319,487.127,499.48,1115.85,1110.56,1095.07,1124.71,761.17,778.0,759.65,776.31,266.08,271.66,261.99,278.0,2.06,2.06,2.07,2.06
14.96,12.04,13.68,14.27,2.331,2.381,2.486,2.566,3.604,3.851,3.741,3.82,4.269,4.408,4.327,4.386,677.6,711.22,715.34,721.12,91.8,94.42,93.79,92.79,136.697,139.759,137.271,137.568,487.318,501.275,487.356,492.139,1083.94,1135.22,1109.65,1100.63,754.31,779.06,758.81,765.05,251.63,273.61,269.88,269.62,2.07,2.06,2.07,2.06
14.91,12.4,11.3,14.49,2.333,2.319,2.424,2.603,3.609,3.823,3.687,3.841,4.259,4.405,4.33,4.399,677.97,720.3,708.85,706.05,91.96,94.41,94.07,93.29,137.285,139.968,138.073,137.875,487.932,504.321,490.286,487.127,1083.28,1144.05,1115.85,1095.07,755.1,781.53,761.17,759.65,260.34,282.69,266.08,261.99,2.06,2.02,2.06,2.07
14.53,13.15,14.96,13.68,2.245,2.322,2.331,2.486,3.548,3.821,3.604,3.741,4.198,4.416,4.269,4.327,678.77,716.8,677.6,715.34,91.44,93.89,91.8,93.79,136.967,139.489,136.697,137.271,486.434,499.48,487.318,487.356,1092.2,1124.71,1083.94,1109.65,751.17,776.31,754.31,758.81,255.37,278.0,251.63,269.88,2.09,2.06,2.07,2.07
14.91,14.27,14.91,11.3,2.239,2.566,2.333,2.424,3.52,3.82,3.609,3.687,4.169,4.386,4.259,4.33,688.87,721.12,677.97,708.85,91.85,92.79,91.96,94.07,136.011,137.568,137.285,138.073,486.792,492.139,487.932,490.286,1097.58,1100.63,1083.28,1115.85,751.42,765.05,755.1,761.17,264.91,269.62,260.34,266.08,2.06,2.06,2.06,2.06
14.57,14.49,14.53,14.96,2.242,2.603,2.245,2.331,3.481,3.841,3.548,3.604,4.112,4.399,4.198,4.269,669.8,706.05,678.77,677.6,91.93,93.29,91.44,91.8,133.901,137.875,136.967,136.697,480.19,487.127,486.434,487.318,1104.99,1095.07,1092.2,1083.94,740.18,759.65,751.17,754.31,265.18,261.99,255.37,251.63,2.07,2.07,2.09,2.07
12.69,13.68,14.91,14.91,2.228,2.486,2.239,2.333,3.508,3.741,3.52,3.609,4.069,4.327,4.169,4.259,685.31,715.34,688.87,677.97,93.82,93.79,91.85,91.96,135.72,137.271,136.011,137.285,487.124,487.356,486.792,487.932,1124.35,1109.65,1097.58,1083.28,753.16,758.81,751.42,755.1,269.96,269.88,264.91,260.34,2.07,2.07,2.06,2.06
13.29,11.3,14.57,14.53,2.158,2.424,2.242,2.245,3.488,3.687,3.481,3.548,4.091,4.33,4.112,4.198,689.95,708.85,669.8,678.77,94.72,94.07,91.93,91.44,137.174,138.073,133.901,136.967,491.456,490.286,480.19,486.434,1121.5,1115.85,1104.99,1092.2,762.86,761.17,740.18,751.17,275.71,266.08,265.18,255.37,2.08,2.06,2.07,2.09
12.39,14.96,12.69,14.91,2.065,2.331,2.228,2.239,3.384,3.604,3.508,3.52,3.957,4.269,4.069,4.169,687.67,677.6,685.31,688.87,96.56,91.8,93.82,91.85,138.661,136.697,135.72,136.011,496.066,487.318,487.124,486.792,1127.45,1083.94,1124.35,1097.58,772.94,754.31,753.16,751.42,278.77,251.63,269.96,264.91,2.04,2.07,2.07,2.06
11.79,14.91,13.29,14.57,2.099,2.333,2.158,2.242,3.423,3.609,3.488,3.481,4.029,4.259,4.091,4.112,692.57,677.97,689.95,669.8,97.45,91.96,94.72,91.93,140.43,137.285,137.174,133.901,495.363,487.932,491.456,480.19,1133.34,1083.28,1121.5,1104.99,772.4,755.1,762.86,740.18,281.93,260.34,275.71,265.18,2.08,2.06,2.08,2.07
11.08,14.53,12.39,12.69,2.055,2.245,2.065,2.228,3.428,3.548,3.384,3.508,4.032,4.198,3.957,4.069,702.74,678.77,687.67,685.31,98.14,91.44,96.56,93.82,140.851,136.967,138.661,135.72,497.801,486.434,496.066,487.124,1142.72,1092.2,1127.45,1124.35,774.97,751.17,772.94,753.16,290.89,255.37,278.77,269.96,2.07,2.09,2.04,2.07
11.58,14.91,11.79,13.29,2.05,2.239,2.099,2.158,3.378,3.52,3.423,3.488,3.986,4.169,4.029,4.091,703.02,688.87,692.57,689.95,97.74,91.85,97.45,94.72,140.443,136.011,140.43,137.174,498.206,486.792,495.363,491.456,1131.95,1097.58,1133.34,1121.5,775.84,751.42,772.4,762.86,289.36,264.91,281.93,275.71,2.08,2.06,2.08,2.08
11.68,14.57,11.08,12.39,2.173,2.242,2.055,2.065,3.43,3.481,3.428,3.384,4.037,4.112,4.032,3.957,712.21,669.8,702.74,687.67,98.51,91.93,98.14,96.56,141.178,133.901,140.851,138.661,498.583,480.19,497.801,496.066,1135.38,1104.99,1142.72,1127.45,778.47,740.18,774.97,772.94,296.99,265.18,290.89,278.77,2.08,2.07,2.07,2.04
